angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,_RAJ2000,_DEJ2000
3.692804,J042750.72+665744.6,66.9613342,+66.9624052,0.1911,0.1754,116.0,16.290,16.202,12.805,8.894,,,,0.065,0.175,,,,,,668166601351043268,0000,0,1nnn,ABUU,-44,680,717,721,,66.9631463757347,40.2810815007692
4.295370,J042833.90+670832.0,67.1412747,+67.1422412,0.1370,0.1261,113.8,15.866,16.005,12.659,9.174,,,,0.047,0.132,,,,,,668166601351055570,hH00,0,0nnn,ABUU,582,456,318,484,,67.1431777574987,40.2382777611992
3.391590,J042849.45+671213.3,67.2060606,+67.2037017,0.2370,0.2005,112.5,16.370,16.341,11.892,8.882,,,,0.073,0.203,0.255,,,,,668166601351053977,h000,0,0nnn,ABBU,-665,777,-1112,884,,67.2043839964957,40.4690086447394
1.941143,J042833.90+670832.0,67.1412747,+67.1422412,0.1370,0.1261,113.8,15.866,16.005,12.659,9.174,,,,0.047,0.132,,,,,,668166601351055570,hH00,0,0nnn,ABUU,582,456,318,484,,67.1424968492291,40.4533229879768
3.531813,J042523.64+662045.6,66.3485289,+66.3460051,0.3615,0.3320,123.9,17.049,17.336,12.662,9.123,,,,0.113,0.481,,,,,,668166601351016659,0000,0,nnnn,BCUU,616,1466,1592,1511,,66.3466164447938,40.2136514987217
1.872001,J042725.70+665121.1,66.8570989,+66.8558770,0.0501,0.0482,171.3,13.468,13.456,12.767,9.246,14.132,13.658,13.474,0.025,0.030,,,0.029,0.037,0.040,668166601351042407,0000,0,01nn,AAUU,-28,88,151,93,0.015,66.8557932147773,40.4708507983653
4.928365,J042706.76+664644.1,66.7781940,+66.7789389,0.0428,0.0419,175.7,12.353,12.397,12.205,8.544,13.051,12.554,12.403,0.024,0.024,0.335,,0.021,0.033,0.030,668166601351030026,0000,0,00nn,AABU,28,55,0,60,0.140,66.7775907195061,40.7880838278721
4.429209,J042931.18+672235.6,67.3799191,+67.3765565,0.3755,0.3404,117.1,17.129,17.107,12.707,8.875,,,,0.117,,,,,,,668166601351053407,0000,0,nnnn,BUUU,-171,1623,-315,1725,,67.3767684570693,40.4478528648038
4.821772,J042953.08+672805.9,67.4711705,+67.4683246,0.1271,0.1165,118.3,15.644,15.632,12.749,9.098,16.605,15.756,15.305,0.046,0.108,,,0.136,0.130,,672168101351005716,0000,0,0nnn,AAUU,401,392,379,413,0.078,67.4678765967324,40.5268133357164
3.726591,J042953.08+672805.9,67.4711705,+67.4683246,0.1271,0.1165,118.3,15.644,15.632,12.749,9.098,16.605,15.756,15.305,0.046,0.108,,,0.136,0.130,,672168101351005716,0000,0,0nnn,AAUU,401,392,379,413,0.078,67.4688625825011,40.5373129584742
3.930459,J043058.91+674435.9,67.7454720,+67.7433126,0.6119,0.5579,113.6,17.671,17.240,12.736,8.875,,,,0.188,,,,,,,672168101351022020,0000,0,nnnn,BUUU,-344,3094,-784,3303,,67.7443121181247,40.73471657134
0.496510,J043029.44+673721.7,67.6226740,+67.6227148,0.2728,0.2485,120.1,16.700,16.820,12.408,9.187,,,,0.087,,,,,,,672168101351006482,0000,0,nnnn,AUUU,-187,1068,430,1127,,67.6225814712478,40.8633057290779
3.176891,J043116.44+674859.3,67.8185010,+67.8164909,0.6056,0.5422,114.8,17.852,17.519,12.732,8.893,,,,0.209,,,,,,,672168101351022000,0000,0,nnnn,BUUU,383,2297,-946,2497,,67.8162514639779,41.4186890023474
2.356403,J042958.11+672934.1,67.4921491,+67.4928171,0.0934,0.0869,109.8,15.296,15.183,12.665,8.726,16.340,15.530,15.377,0.036,0.070,,,0.111,0.130,0.186,672168101351005550,0000,0,11nn,AAUU,98,269,-97,296,0.558,67.492162567712,41.6858242354681
3.191573,J051644.75+791054.1,79.1864942,+79.1817188,0.1466,0.1335,116.5,16.138,15.988,12.244,8.555,,,,0.051,0.123,0.307,0.322,,,,792178701351044080,0000,0,0nnn,ABBB,307,505,124,540,,79.1819793133111,30.6385432678685
3.879064,J051519.00+784954.6,78.8291920,+78.8318432,0.4015,0.3644,112.0,17.452,17.321,12.815,9.238,,,,0.127,0.404,,,,,,792178701351032577,0000,0,nnnn,BCUU,148,1971,-897,2132,,78.8326822873967,30.7207540986188
4.190763,J051539.55+785514.6,78.9148275,+78.9207239,0.1651,0.1508,111.0,16.232,15.927,12.056,8.840,,,,0.057,0.118,,,,,,792178701351043965,Dd00,0,nnnn,ABUU,1251,546,1250,590,,78.9208497559049,30.833918750726
1.079838,J051618.12+790426.3,79.0755301,+79.0739755,0.4553,0.3352,122.2,17.172,16.907,12.298,8.942,,,,0.125,0.310,,,,,,792178701351045659,h000,0,nnnn,BBUU,894,1793,2107,1963,,79.0739522754637,30.8685844363935
4.558699,J051333.69+782302.5,78.3903989,+78.3840323,0.4902,0.4375,107.9,17.649,17.218,12.863,9.271,,,,0.150,,,,,,,792178701351016491,0000,0,nnnn,BUUU,-1683,2430,42,2674,,78.3844332144646,30.7842703251502
4.876947,J051506.23+784654.7,78.7759976,+78.7818612,0.0852,0.0816,107.0,15.160,15.297,12.674,8.629,15.644,15.536,15.341,0.034,0.071,,,0.073,0.131,0.209,792178701351031310,0000,0,0nnn,AAUU,-137,213,-15,229,0.351,78.7823958910528,30.922747326778
1.590099,J051507.98+784708.0,78.7832704,+78.7855810,0.1216,0.1114,104.6,15.908,15.995,12.379,8.618,,,,0.043,0.128,0.334,,,,,792178701351031519,0000,0,1nnn,ABBU,-303,388,16,426,,78.7855190459114,30.9869331061715
4.866280,J051506.23+784654.7,78.7759976,+78.7818612,0.0852,0.0816,107.0,15.160,15.297,12.674,8.629,15.644,15.536,15.341,0.034,0.071,,,0.073,0.131,0.209,792178701351031310,0000,0,0nnn,AAUU,-137,213,-15,229,0.351,78.7823907110179,31.0066935404364
3.267102,J051644.75+791054.1,79.1864942,+79.1817188,0.1466,0.1335,116.5,16.138,15.988,12.244,8.555,,,,0.051,0.123,0.307,0.322,,,,792178701351044080,0000,0,0nnn,ABBB,307,505,124,540,,79.1816670026845,31.1004749928714
4.719322,J051733.60+792347.9,79.3900051,+79.3966551,0.2153,0.1968,110.7,16.670,16.752,12.446,8.759,,,,0.071,0.218,,,,,,792178701351057466,0000,0,1nnn,ABUU,12,846,909,909,,79.3959261169777,31.1311785938379
2.559946,J051754.83+792838.1,79.4784936,+79.4772751,0.1543,0.1384,115.4,16.181,16.648,12.082,8.750,,,,0.051,0.210,,,,,,792178701351058171,hh00,0,0nnn,ABUU,-910,526,-320,567,,79.4779799565732,31.1676362581024
4.623627,J051810.94+793222.9,79.5455984,+79.5397138,0.0604,0.0587,139.9,14.320,14.349,12.489,9.398,14.879,14.437,14.494,0.027,0.042,,,0.039,0.052,0.094,837180201351010465,0000,0,00nn,AAUU,-45,121,-216,128,0.122,79.5391755636147,31.1666166745291
1.849208,J051618.12+790426.3,79.0755301,+79.0739755,0.4553,0.3352,122.2,17.172,16.907,12.298,8.942,,,,0.125,0.310,,,,,,792178701351045659,h000,0,nnnn,BBUU,894,1793,2107,1963,,79.074446314248,31.3681328160715
3.337774,J051635.21+790905.4,79.1467478,+79.1515230,0.1467,0.1338,109.1,16.162,16.170,12.823,8.818,,,,0.051,0.144,,,,,,792178701351044096,0000,0,1nnn,ABUU,347,482,169,526,,79.1510825520724,31.4883878899003
4.338063,J051733.60+792347.9,79.3900051,+79.3966551,0.2153,0.1968,110.7,16.670,16.752,12.446,8.759,,,,0.071,0.218,,,,,,792178701351057466,0000,0,1nnn,ABUU,12,846,909,909,,79.3964975866531,31.5079632630283
1.017197,J051710.33+791733.5,79.2930691,+79.2926450,0.3455,0.3179,113.5,17.311,16.613,12.452,8.956,,,,0.117,0.215,,,,,,792178701351057862,0000,0,nnnn,BBUU,2649,1574,-890,1686,,79.2929262832909,31.9268240193188
3.915998,J051240.11+781011.5,78.1671551,+78.1698726,0.2902,0.2595,111.0,17.143,16.320,12.227,9.190,,,,0.101,0.158,,,,,,792178701351009441,hh00,0,nnnn,ABUU,1078,1207,-1329,1313,,78.1706847871536,31.0857428963771
2.911440,J051136.43+775420.2,77.9018239,+77.9056331,0.1919,0.1759,114.1,16.512,16.762,12.825,9.202,,,,0.063,0.243,,,,,,771177201351052871,0000,0,1nnn,ABUU,508,711,379,759,,77.9056778564874,31.0451814923012
4.087866,J051123.33+775030.2,77.8472171,+77.8417490,0.5427,0.5022,113.0,17.813,16.979,12.915,8.935,,,,0.172,,,,,,,771177201351056104,0000,0,nnnn,BUUU,-658,5269,780,5594,,77.8418447592615,31.0477576794159
4.653890,J051157.68+775931.5,77.9903610,+77.9920982,0.1754,0.1589,106.1,16.697,15.497,11.987,8.940,,,,0.070,0.081,0.240,,,,,792178701351008259,0000,0,nnnn,AABU,107,667,-25,732,,77.9908088274606,31.2107830288043
0.645141,J051315.24+781845.6,78.3135003,+78.3126785,0.0650,0.0632,125.2,14.558,14.624,12.937,9.288,15.420,14.723,14.559,0.029,0.045,,,0.050,0.061,0.096,792178701351015271,0h00,0,00nn,AAUU,-198,134,265,143,0.156,78.3126382492393,31.2835679107596
4.457161,J051402.15+783032.3,78.5089661,+78.5089817,0.1664,0.1570,110.4,16.308,16.208,12.614,8.597,16.646,16.181,15.398,0.059,0.147,,,0.152,,0.199,792178701351018051,0000,0,0nnn,ABUU,807,600,-546,640,0.958,78.5101953475975,31.4156464243472
2.136009,J051301.96+781521.0,78.2581805,+78.2558449,0.2642,0.2395,113.9,16.963,16.994,12.812,9.098,,,,0.085,0.281,,,,,,792178701351008827,0000,0,nnnn,ABUU,-713,1110,-214,1188,,78.2562979040371,31.5814498990428
4.165850,J051049.15+774209.3,77.7048155,+77.7025844,0.0501,0.0490,170.2,13.659,13.523,12.878,9.383,14.674,14.054,13.882,0.025,0.029,,,0.034,0.038,0.055,771177201351042223,0000,0,00nn,AAUU,9,84,82,88,0.399,77.703717700136,31.4677873354729
4.065597,J051506.23+784654.7,78.7759976,+78.7818612,0.0852,0.0816,107.0,15.160,15.297,12.674,8.629,15.644,15.536,15.341,0.034,0.071,,,0.073,0.131,0.209,792178701351031310,0000,0,0nnn,AAUU,-137,213,-15,229,0.351,78.7817915821851,31.7580539245733
4.376463,J051348.20+782704.0,78.4508455,+78.4511372,0.6126,0.5452,104.8,17.959,17.704,12.806,8.856,,,,0.194,,,,,,,792178701351019244,0000,0,nnnn,BUUU,-691,2829,550,3161,,78.4499352384355,31.7320462557113
4.668378,J051530.96+785219.8,78.8790202,+78.8721910,0.3634,0.3300,113.4,17.336,17.564,12.314,8.610,,,,0.117,0.493,,,,,,792178701351032247,0000,0,nnnn,BCUU,657,1667,668,1781,,78.8725175703,31.9743675231128
2.940860,J051542.91+785559.3,78.9288249,+78.9331581,0.2206,0.2031,107.8,16.720,16.680,12.843,9.067,,,,0.072,0.220,,,,,,792178701351044187,hh00,0,1nnn,ABUU,6,893,-801,963,,78.933011894837,32.0300874867099
3.101409,J051517.53+784936.0,78.8230481,+78.8266915,0.3620,0.3184,112.7,17.279,17.481,12.941,8.646,,,,0.110,,,,,,,792178701351032473,0000,0,nnnn,BUUU,-2105,1569,2291,1700,,78.8260573692143,32.1279111111765
4.009703,J051316.47+781927.2,78.3186328,+78.3242477,0.3307,0.3010,108.8,17.354,16.422,12.611,8.984,,,,0.117,0.177,,,,,,792178701351016298,hh00,0,nnnn,BBUU,912,1476,1874,1592,,78.3240395219481,31.9652896530028
0.615748,J051308.74+781711.1,78.2864538,+78.2864245,0.2813,0.2603,113.5,16.965,17.109,12.577,8.981,,,,0.091,0.317,,,,,,792178701351016857,0000,0,nnnn,ABUU,586,1178,504,1235,,78.2865932024718,31.9985710825583
0.063992,J051402.15+783032.3,78.5089661,+78.5089817,0.1664,0.1570,110.4,16.308,16.208,12.614,8.597,16.646,16.181,15.398,0.059,0.147,,,0.152,,0.199,792178701351018051,0000,0,0nnn,ABUU,807,600,-546,640,0.958,78.5089639342534,32.2206957648833
4.963583,J052044.04+801047.2,80.1835282,+80.1797795,0.1358,0.1264,107.0,16.085,15.867,12.655,8.679,,,,0.048,0.106,,,,,,837180201351036301,0000,0,0nnn,AAUU,398,437,296,474,,80.1810943382424,31.5126854406006
0.690484,J052100.09+801458.0,80.2504042,+80.2494502,0.6807,0.6137,116.3,18.061,17.664,12.722,9.179,,,,0.207,,,,,,,837180201351037874,0000,0,nnnn,BUUU,3063,4186,3472,4599,,80.249582124284,31.7030186479379
2.415433,J051901.35+794532.3,79.7556497,+79.7589924,0.3189,0.2881,108.5,17.121,17.244,12.847,9.098,,,,0.102,0.357,,,,,,837180201351011462,0000,0,nnnn,ACUU,1183,1285,-264,1390,,79.7585666856652,31.7897941214507
3.211885,J051913.68+794818.1,79.8070215,+79.8050501,0.0929,0.0882,121.2,15.393,15.277,12.272,9.136,16.447,15.645,15.504,0.037,0.068,,,0.122,0.137,0.229,837180201351013279,0000,0,00nn,AAUU,486,254,680,270,0.462,79.8042991988491,31.9945425615467
3.247899,J051830.81+793724.6,79.6283824,+79.6235194,0.4994,0.4532,105.6,17.838,16.943,12.835,8.798,,,,0.174,0.262,,,,,,837180201351011620,0h00,0,nnnn,BBUU,-1543,2815,16,3073,,79.6239342383306,32.0046780290731
3.959003,J051754.83+792838.1,79.4784936,+79.4772751,0.1543,0.1384,115.4,16.181,16.648,12.082,8.750,,,,0.051,0.210,,,,,,792178701351058171,hh00,0,0nnn,ABUU,-910,526,-320,567,,79.4762542279597,32.0975981389887
4.880333,J052028.98+800742.3,80.1207749,+80.1284234,0.1890,0.1729,115.0,16.515,16.426,12.731,9.241,,,,0.064,0.179,,0.468,,,,837180201351036544,0000,0,0nnn,ABUC,-1307,713,-214,761,,80.1286083766967,32.1646111272961
2.316595,J052044.04+801047.2,80.1835282,+80.1797795,0.1358,0.1264,107.0,16.085,15.867,12.655,8.679,,,,0.048,0.106,,,,,,837180201351036301,0000,0,0nnn,AAUU,398,437,296,474,,80.1797574855674,32.4211441506019
3.183529,J052014.39+800317.6,80.0599916,+80.0548975,0.0644,0.0625,127.3,14.682,14.466,10.789,8.733,16.448,15.727,15.187,0.029,0.042,0.094,0.353,0.145,,,837180201351013111,0000,0,000n,AAAB,34,168,105,172,0.158,80.0552169639945,32.4069320802469
4.825374,J051948.21+795727.7,79.9509046,+79.9577217,0.3549,0.3210,109.4,17.429,16.479,12.716,9.041,,,,0.124,0.181,,,,,,837180201351014353,0000,0,nnnn,BBUU,913,1756,1417,1898,,79.9581630064024,32.5794050683639
3.372956,J052403.16+810045.7,81.0132000,+81.0127087,0.6582,0.6004,109.8,17.938,17.721,12.284,9.209,,,,0.202,,,,,,,778181701351001622,0000,0,nnnn,BUUU,-1514,3191,910,3506,,81.0136430961093,32.374827930869
4.590139,J052343.33+805540.7,80.9305722,+80.9279876,0.4045,0.3586,113.6,17.518,16.685,12.615,9.227,,,,0.138,0.230,,0.515,,,,837180201351059463,0000,0,nnnn,BBUC,1333,2064,-446,2232,,80.9268552307783,32.62376670045
3.255054,J052321.21+805009.5,80.8384056,+80.8359958,0.0779,0.0738,119.4,15.047,14.944,12.871,9.060,15.919,15.214,14.820,0.033,0.055,,,0.088,0.111,0.130,837180201351058320,0000,0,01nn,AAUU,165,190,-10,203,0.120,80.8352447232011,32.5965895596142
1.146206,J052508.45+811712.2,81.2852325,+81.2867335,0.2362,0.2128,104.2,16.858,16.222,12.910,9.294,,,,0.082,0.146,0.518,,,,,778181701351000874,0000,0,nnnn,ABCU,484,918,453,1007,,81.2869227511922,32.6630539995655
3.843957,J052434.98+810825.4,81.1457756,+81.1403936,0.4111,0.3744,113.0,17.519,16.913,12.942,9.272,,,,0.135,0.265,,,,,,778181701351002243,0000,0,nnnn,BBUU,-99,2132,-627,2271,,81.1398415150846,33.0507973958355
4.089127,J052133.28+802342.2,80.3887008,+80.3950661,0.3981,0.3598,113.9,17.467,17.664,12.382,9.104,,,,0.121,,,,,,,837180201351037164,0000,0,nnnn,BUUU,-956,2082,355,2263,,80.3944606680072,32.723095553807
1.800927,J052100.09+801458.0,80.2504042,+80.2494502,0.6807,0.6137,116.3,18.061,17.664,12.722,9.179,,,,0.207,,,,,,,837180201351037874,0000,0,nnnn,BUUU,3063,4186,3472,4599,,80.2490092537298,32.7647030991228
4.264832,J052203.19+803031.4,80.5133176,+80.5087472,0.1640,0.1517,112.9,16.386,15.849,12.477,8.871,,,,0.059,0.105,0.436,,,,,837180201351038712,0000,0,0nnn,AACU,-1777,584,-244,623,,80.5079582903745,32.9607261353476
4.391225,J052329.66+805252.8,80.8736153,+80.8813503,0.1353,0.1214,109.2,16.288,15.411,10.850,8.693,,,,0.055,0.078,0.093,0.328,,,,837180201351058631,0000,0,0n0n,AAAB,53,482,438,526,,80.881014422619,32.8488925073943
1.190294,J052322.30+805041.1,80.8429216,+80.8447747,0.2726,0.2476,111.8,16.941,16.982,12.257,8.931,,,,0.089,0.290,,,,,,837180201351059145,0000,0,nnnn,ABUU,-839,1177,579,1257,,80.8445742907728,33.0838213113357
2.182701,J052400.80+810022.2,81.0033625,+81.0061901,0.2738,0.2482,113.7,17.025,17.389,12.835,9.089,,,,0.087,0.389,,,,,,837180201351059011,0000,0,nnnn,ACUU,-897,1230,-147,1326,,81.0065382005316,33.2069489542133
2.444323,J051948.33+795652.3,79.9513849,+79.9478886,0.1136,0.1069,113.3,15.739,15.583,12.366,8.752,16.511,16.494,15.390,0.042,0.091,0.386,,0.133,,,837180201351013340,0000,0,0nnn,AACU,546,360,319,380,0.630,79.9483029087359,32.8979302587811
4.494160,J051918.14+794951.8,79.8256187,+79.8310599,0.2487,0.2256,110.8,16.916,16.497,12.710,9.156,,,,0.083,0.184,,,,,,837180201351013907,0000,0,nnnn,ABUU,-487,1060,97,1137,,79.830093273597,32.9472980102077
4.175827,J051550.42+785716.2,78.9601008,+78.9545057,0.0914,0.0862,117.4,15.331,15.342,12.660,8.548,16.421,15.437,15.316,0.036,0.074,,,0.134,0.132,0.195,792178701351043817,0000,0,0nnn,AAUU,82,239,264,256,0.199,78.9542255967939,32.7235374390823
0.738964,J051515.58+784849.9,78.8149273,+78.8138769,0.4030,0.3633,116.5,17.401,17.623,12.963,8.518,,,,0.123,,,,,,,792178701351032402,0000,0,nnnn,BUUU,-574,1837,-842,1966,,78.8138698671613,32.7554368938272
2.394746,J051745.69+792638.2,79.4403871,+79.4439598,0.2608,0.2393,103.0,17.066,15.956,12.679,9.169,,,,0.098,0.119,,,,,,792178701351057451,hh00,0,nnnn,ABUU,439,1032,-733,1122,,79.4436790732129,32.8574647387752
2.827038,J051745.69+792638.2,79.4403871,+79.4439598,0.2608,0.2393,103.0,17.066,15.956,12.679,9.169,,,,0.098,0.119,,,,,,792178701351057451,hh00,0,nnnn,ABUU,439,1032,-733,1122,,79.4434014539149,32.8655295221079
0.992113,J051722.93+792049.2,79.3455622,+79.3470236,0.2955,0.2649,109.6,17.147,16.358,12.771,8.871,,,,0.101,0.171,,,,,,792178701351057724,0000,0,nnnn,ABUU,-578,1204,-591,1314,,79.3470474282814,32.9773620340339
2.589740,J051717.75+791924.4,79.3239586,+79.3234544,0.2058,0.1899,107.8,16.617,16.917,12.357,9.159,,,,0.068,0.287,,,,,,792178701351057456,0000,0,0nnn,ABUU,517,824,262,876,,79.3241726587138,33.0923785913905
2.788728,J051745.69+792638.2,79.4403871,+79.4439598,0.2608,0.2393,103.0,17.066,15.956,12.679,9.169,,,,0.098,0.119,,,,,,792178701351057451,hh00,0,nnnn,ABUU,439,1032,-733,1122,,79.4442675638078,33.3960765873353
2.000806,J052037.81+800927.7,80.1575449,+80.1577182,0.1175,0.1100,112.2,15.796,15.576,12.527,8.840,,,,0.044,0.087,,,,,,837180201351036184,0000,0,1nnn,AAUU,-160,354,675,380,,80.1571661845426,33.3455574213303
4.320653,J052203.19+803031.4,80.5133176,+80.5087472,0.1640,0.1517,112.9,16.386,15.849,12.477,8.871,,,,0.059,0.105,0.436,,,,,837180201351038712,0000,0,0nnn,AACU,-1777,584,-244,623,,80.5079387195575,33.5907710058892
3.347706,J051901.35+794532.3,79.7556497,+79.7589924,0.3189,0.2881,108.5,17.121,17.244,12.847,9.098,,,,0.102,0.357,,,,,,837180201351011462,0000,0,nnnn,ACUU,1183,1285,-264,1390,,79.759601575186,33.2481854248737
3.668122,J051913.68+794818.1,79.8070215,+79.8050501,0.0929,0.0882,121.2,15.393,15.277,12.272,9.136,16.447,15.645,15.504,0.037,0.068,,,0.122,0.137,0.229,837180201351013279,0000,0,00nn,AAUU,486,254,680,270,0.462,79.8041654114574,33.3322321278029
2.121248,J052107.43+801702.6,80.2809876,+80.2840625,0.1017,0.0944,111.3,15.586,15.281,12.516,9.253,,,,0.039,0.071,,,,,,837180201351036030,0000,0,00nn,AAUU,-127,287,593,311,,80.2836892615085,33.7941290723009
2.553542,J051009.08+773208.9,77.5378588,+77.5358266,0.4273,0.3869,114.6,17.435,17.000,12.628,9.012,,,,0.133,,,,,,,771177201351043799,0000,0,nnnn,BUUU,-712,2181,-296,2345,,77.5364694384391,31.8456215202958
3.084647,J050903.36+771536.1,77.2640226,+77.2600526,0.1310,0.1208,111.1,15.950,15.919,12.488,8.610,,,,0.047,0.112,0.365,,,,,771177201351030156,0000,0,1nnn,ABCU,-267,435,-69,467,,77.2602926212408,31.6916600385619
2.104815,J051105.94+774639.3,77.7747756,+77.7775972,0.2270,0.2056,102.9,16.691,17.273,12.439,9.214,,,,0.071,,,,,,,771177201351055552,0h00,0,0nnn,AUUU,-344,823,-277,904,,77.7774937297328,31.9930586609953
0.250288,J051031.57+773754.4,77.6315697,+77.6318028,0.0613,0.0496,125.2,13.604,13.628,12.395,9.066,14.831,14.159,13.979,0.028,0.033,,,0.046,0.046,0.064,771177201351042217,0000,0,nnnn,AAUU,67,76,8,81,0.266,77.6318409845289,32.1382594031223
2.323031,J051045.81+774116.1,77.6909165,+77.6878281,0.1610,0.1489,112.4,16.201,16.180,12.830,8.713,,,,0.056,0.144,,,,,,771177201351042738,0000,0,0nnn,ABUU,-169,542,554,578,,77.6879239426701,32.4027188839175
2.990125,J050751.85+765745.6,76.9660753,+76.9626789,0.3454,0.3071,106.3,17.267,16.655,12.872,8.724,,,,0.115,0.224,0.536,,,,,771177201351018540,0000,0,nnnn,BBCU,-1074,1631,58,1800,,76.9624899482123,31.833765338954
3.791538,J050757.36+765925.5,76.9890202,+76.9904309,0.0392,0.0357,7.1,10.511,10.638,10.580,9.062,11.399,10.787,10.616,0.023,0.020,0.081,,0.021,0.019,0.017,771177201351017292,0000,0,000n,AAAU,51,36,-65,35,0.174,76.989380819686,31.9284688136925
1.656115,J050658.32+764437.6,76.7430079,+76.7437871,0.4224,0.3798,114.4,17.425,17.329,12.927,9.004,,,,0.132,0.407,,,,,,771177201351007009,0000,0,nnnn,BCUU,1022,1910,-481,2052,,76.7433331647765,32.0051703059745
2.486356,J050814.17+770326.3,77.0590833,+77.0573083,0.2805,0.2540,112.1,16.960,17.309,12.451,8.707,,,,0.090,0.377,,,,,,771177201351018478,0000,0,nnnn,ACUU,-227,1170,241,1251,,77.0568355309846,32.3820623538998
2.348097,J050843.60+771057.0,77.1816757,+77.1825139,0.1835,0.1668,109.3,16.368,16.463,13.016,8.734,16.499,15.962,15.651,0.061,0.194,,,0.126,,,771177201351030259,0000,0,0nnn,ABUU,192,641,-634,695,0.220,77.1818629682504,32.581156806362
4.328532,J051214.47+780318.3,78.0602996,+78.0551099,0.0468,0.0445,53.7,12.496,12.322,12.065,9.030,13.515,12.909,12.678,0.025,0.024,0.257,,0.022,0.026,0.031,792178701351007697,0000,0,11nn,AABU,50,58,-31,60,0.548,78.0558935927596,32.31728776001
1.985031,J051300.23+781459.0,78.2509937,+78.2497236,0.0782,0.0750,116.7,14.949,15.019,12.418,8.837,15.572,15.331,15.256,0.032,0.060,0.338,,0.068,0.121,0.169,792178701351007921,0000,0,11nn,AABU,-462,180,-119,192,0.467,78.2492943481629,32.5370669747878
4.155832,J050940.38+772513.3,77.4182504,+77.4203699,0.2040,0.1874,115.5,16.550,16.474,12.465,8.740,,,,0.068,0.188,,,,,,771177201351043148,0000,0,0nnn,ABUU,195,764,333,813,,77.4192356442673,32.8093459218155
4.136692,J051149.44+775718.4,77.9560180,+77.9551275,0.6792,0.6034,110.5,18.123,17.682,12.262,9.009,,,,0.216,,,,,,,771177201351053643,0000,0,nnnn,BUUU,599,3535,406,3948,,77.9562753033181,32.9135027723905
4.587638,J051144.24+775545.2,77.9343334,+77.9292481,0.0646,0.0627,120.1,14.615,14.711,12.803,9.191,15.067,14.784,14.861,0.028,0.049,,,0.044,0.072,0.124,771177201351052317,0000,0,00nn,AAUU,59,142,-293,152,0.086,77.9301807698368,33.0206096966307
3.987052,J051214.47+780318.3,78.0602996,+78.0551099,0.0468,0.0445,53.7,12.496,12.322,12.065,9.030,13.515,12.909,12.678,0.025,0.024,0.257,,0.022,0.026,0.031,792178701351007697,0000,0,11nn,AABU,50,58,-31,60,0.548,78.0556627269055,33.1381680168814
4.256540,J051204.74+780101.2,78.0197713,+78.0170213,0.5125,0.4232,125.5,17.598,17.449,12.338,9.280,,,,0.142,0.456,,,,,,792178701351009744,0000,0,nnnn,BCUU,-7994,2857,6641,3597,,78.018155055208,33.3665826527655
2.767213,J050853.41+771316.7,77.2225724,+77.2213151,0.0590,0.0575,140.8,14.298,14.411,12.944,9.023,14.861,14.395,14.321,0.026,0.041,,,0.037,0.052,0.072,771177201351029729,0000,0,11nn,AAUU,-23,120,-136,130,0.031,77.2206715991336,32.6815738993521
3.663289,J050855.27+771357.1,77.2302938,+77.2325517,0.0570,0.0551,149.9,14.078,14.134,12.826,9.447,14.666,14.264,14.123,0.026,0.038,,,0.035,0.046,0.063,771177201351029713,0000,0,11nn,AAUU,115,105,-251,114,0.186,77.2333188691286,32.6865071440556
4.026805,J050828.07+770651.8,77.1169826,+77.1143946,0.0791,0.0749,119.9,14.926,15.021,12.908,8.863,15.521,15.032,15.124,0.032,0.061,,,0.056,0.079,0.144,771177201351029822,000P,0,00nn,AAUU,92,179,-388,193,0.079,77.1154604157937,32.6895601965423
3.370943,J050824.93+770623.6,77.1038854,+77.1065704,0.0421,0.0403,173.6,12.616,12.659,12.750,9.259,13.056,12.759,12.672,0.023,0.023,,,0.022,0.024,0.029,771177201351029606,000P,0,11nn,AAUU,21,59,51,66,0.071,77.1057292920182,32.7740237153376
4.907753,J050853.41+771316.7,77.2225724,+77.2213151,0.0590,0.0575,140.8,14.298,14.411,12.944,9.023,14.861,14.395,14.321,0.026,0.041,,,0.037,0.052,0.072,771177201351029729,0000,0,11nn,AAUU,-23,120,-136,130,0.031,77.2226781500686,32.8657474604152
2.576548,J050451.46+761249.8,76.2144303,+76.2138556,0.5041,0.4533,110.1,17.588,17.271,12.307,9.179,,,,0.154,,,,,,,754175701351054665,0h00,0,nnnn,BUUU,-1135,2550,341,2753,,76.2132024631441,32.6497993846517
3.854686,J050650.94+764236.2,76.7122782,+76.7100759,0.4344,0.3933,118.8,17.458,17.666,12.636,9.181,,,,0.132,,,,,,,771177201351006584,0000,0,nnnn,BUUU,885,1826,448,1940,,76.7092603328374,33.2277208369507
4.231614,J050612.79+763328.2,76.5533007,+76.5578468,0.3340,0.3078,112.4,17.084,17.636,12.662,9.218,,,,0.103,,,,,,,771177201351006343,0000,0,nnnn,AUUU,1067,1435,2358,1523,,76.5581665651614,33.2960507799747
