angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,Name,f_Name,RAJ2000,DEJ2000,SpT,T*,R*,Td1,Rd1,Tdt2,Rd2,Tau,Dist,f_Dist,IRS?,TYC,WISEA,Simbad
0.234169,243.0909720858504,-19.5790473630721,0.003,0.002,90,6245692620954228864,243.09092898766,0.0819,-19.57915033480,0.0357,7.3081,0.0727,-9.431,0.189,-23.916,0.107,1,1.74509e+07,7.21807e+03,7.583819,1.15965e+07,1.61385e+04,7.690570,8.60880e+06,3.26893e+04,7.424563,0.266007,,,0,8144.00,0.5140,0.2708,,,243.0909583,-19.5791111,HD 145554,,16 12 21.83,-19 34 44.8,B9V,7530,2.15,400,1.7,150,12.61,8.77,140.44,,Y,TYC,WISEA,Simbad
0.253192,243.1837522085314,-19.5028740996226,0.002,0.001,90,6245694751258010752,243.18372119693,0.0517,-19.50298068408,0.0280,7.1061,0.0587,-6.789,0.111,-24.755,0.075,0,1.84445e+07,6.33036e+03,7.523697,1.22055e+07,1.96228e+04,7.635001,9.18860e+06,1.75311e+04,7.353797,0.281204,,,0,7960.50,,,2.03,14.923,243.18375,-19.5029444,HD 145631,,16 12 44.10,-19 30 10.6,B9V,7430,2.13,200,6.8,,,1.18,131.75,,Y,TYC,WISEA,Simbad
9.449203,243.1864938875605,-19.5024975292582,0.028,0.026,90,6245694854337323904,243.18651980464,0.8980,-19.50249054056,0.9901,0.8293,1.2117,5.674,1.800,1.623,1.696,1,2.07388e+02,2.92361e+00,19.896408,,,,,,,,,,0,,,,,,243.18375,-19.5029444,HD 145631,,16 12 44.10,-19 30 10.6,B9V,7430,2.13,200,6.8,,,1.18,131.75,,Y,TYC,WISEA,Simbad
0.177932,243.3930559897061,-45.8176918650917,0.001,0.001,90,5990267273750368768,243.39293355561,0.0490,-45.81783026682,0.0267,8.3033,0.0661,-19.818,0.089,-32.145,0.059,0,5.77185e+06,1.81727e+03,8.785078,3.35245e+06,4.41622e+03,9.037982,3.45602e+06,4.54245e+03,8.415478,0.622504,4.38,0.97,3,6544.27,0.2993,0.1650,1.40,3.238,243.393,-45.8177222,HD 145560,,16 13 34.32,-45 49 03.8,F5V,6460,1.58,400,0.9,80,24.05,38.21,133.69,,Y,TYC,WISEA,Simbad
7.397022,243.3958007905121,-45.8183638215692,0.008,0.006,90,5990267273750803456,243.39580079051,8.2746,-45.81836382157,5.9727,,,,,,,0,1.39688e+02,2.11962e+00,20.325464,,,,,,,,,,0,,,,,,243.393,-45.8177222,HD 145560,,16 13 34.32,-45 49 03.8,F5V,6460,1.58,400,0.9,80,24.05,38.21,133.69,,Y,TYC,WISEA,Simbad
7.779822,243.3899588414046,-45.8173005260348,0.008,0.006,90,5990267273750805888,243.38995884140,8.2475,-45.81730052603,6.3756,,,,,,,0,1.03394e+02,2.09556e+00,20.652124,,,,,,,,,,0,,,,,,243.393,-45.8177222,HD 145560,,16 13 34.32,-45 49 03.8,F5V,6460,1.58,400,0.9,80,24.05,38.21,133.69,,Y,TYC,WISEA,Simbad
0.048317,243.7406929046118,-39.6278118876097,0.001,0.001,90,5997144169219985792,243.74059153791,0.0430,-39.62794658899,0.0247,7.9601,0.0492,-18.133,0.087,-31.285,0.057,1,2.60981e+07,8.93939e+03,7.146844,1.88157e+07,2.05167e+04,7.165087,1.10013e+07,1.94919e+04,7.158310,0.006777,,,0,9628.00,0.1240,0.0620,,,243.7407083,-39.6278056,HD 145880,,16 14 57.77,-39 37 40.1,B9.5V,8090,2.16,200,8.2,75,58.61,13.1,127.87,,Y,TYC,WISEA,Simbad
2.940442,243.7415427270055,-39.6283096952141,0.011,0.007,90,5997144169206012032,243.74150990835,0.2830,-39.62834055846,0.1886,-0.1239,0.3376,-5.871,0.700,-7.168,0.444,0,5.26101e+04,3.79102e+02,13.885693,,,,,,,,,,0,,,,,,243.7407083,-39.6278056,HD 145880,,16 14 57.77,-39 37 40.1,B9.5V,8090,2.16,200,8.2,75,58.61,13.1,127.87,,Y,TYC,WISEA,Simbad
8.953886,243.7421740817828,-39.6300218192669,0.001,0.000,90,5997144169206816512,243.74217408178,0.6821,-39.63002181927,0.2029,,,,,,,0,2.72233e+03,7.79106e+00,17.101013,1.86438e+03,1.32729e+02,17.175050,3.50349e+03,5.49887e+01,15.900667,1.274384,,,0,,,,,,243.7407083,-39.6278056,HD 145880,,16 14 57.77,-39 37 40.1,B9.5V,8090,2.16,200,8.2,75,58.61,13.1,127.87,,Y,TYC,WISEA,Simbad
0.232723,243.7465952325834,-27.8397059741755,0.001,0.001,90,6042205763488144768,243.74652710556,0.0350,-27.83979664041,0.0193,6.6906,0.0364,-13.992,0.087,-21.058,0.068,0,8.66868e+05,1.72156e+03,10.843483,3.83448e+05,2.60378e+03,11.392122,6.85904e+05,3.22486e+03,10.171261,1.220861,-3.01,0.98,12,4828.58,0.9700,0.4813,1.34,0.880,243.7465417,-27.83975,2MASS J16145918-2750230,,16 14 59.17,-27 50 23.1,K0IV(e),5070,1.11,230,1.2,,,4.56,125.0,a,N,TYC,WISEA,Simbad
4.647105,243.7450851271028,-27.8398361485030,0.011,0.006,90,6042205763482131328,243.74504886980,0.2809,-27.83985682437,0.1549,0.3367,0.3500,-7.446,0.727,-4.802,0.390,0,1.05843e+03,3.23087e+00,18.126713,1.50293e+03,1.78111e+02,17.409040,2.21602e+03,2.32908e+02,16.397984,1.011057,,,0,,,,,,243.7465417,-27.83975,2MASS J16145918-2750230,,16 14 59.17,-27 50 23.1,K0IV(e),5070,1.11,230,1.2,,,4.56,125.0,a,N,TYC,WISEA,Simbad
5.409419,243.7463497013826,-27.8412429943990,0.009,0.006,90,6042205763482133504,243.74636023670,0.2089,-27.84124702276,0.0957,0.4293,0.2375,2.164,0.603,-0.936,0.356,0,9.70527e+02,4.84662e+00,18.220846,1.00234e+03,1.09041e+02,17.848852,1.44328e+03,1.05901e+02,16.863546,0.985306,,,0,,,,,,243.7465417,-27.83975,2MASS J16145918-2750230,,16 14 59.17,-27 50 23.1,K0IV(e),5070,1.11,230,1.2,,,4.56,125.0,a,N,TYC,WISEA,Simbad
0.100270,244.0159902156903,-49.0748327051493,0.002,0.001,90,5935598765341599104,244.01586644166,0.0502,-49.07496648765,0.0341,7.9439,0.0586,-18.832,0.114,-31.072,0.081,0,8.67309e+06,3.25960e+03,8.342931,5.36269e+06,6.01344e+03,8.527931,4.75232e+06,7.92051e+03,8.069656,0.458275,,,0,7067.00,0.5090,0.2535,1.54,5.342,244.016,-49.0748056,HD 145972,,16 16 03.84,-49 04 29.3,F0V,6910,1.61,200,4.4,,,1.97,127.38,,Y,TYC,WISEA,Simbad
6.305136,244.0142990147331,-49.0761568705415,0.004,0.003,90,5935598761035289216,244.01416663844,0.0956,-49.07629237744,0.0718,7.8054,0.1323,-20.140,0.246,-31.473,0.202,0,1.94454e+04,2.58843e+01,14.966326,4.41372e+03,1.57463e+02,16.239376,2.68574e+04,1.47043e+02,13.689260,2.550117,,,0,3585.82,,,,,244.016,-49.0748056,HD 145972,,16 16 03.84,-49 04 29.3,F0V,6910,1.61,200,4.4,,,1.97,127.38,,Y,TYC,WISEA,Simbad
0.337656,244.1182082418616,-38.7367656157895,0.001,0.001,90,5997300987069075968,244.11811037599,0.0366,-38.73689561226,0.0217,8.0018,0.0430,-17.730,0.080,-30.193,0.050,1,4.50910e+06,9.49572e+02,9.053142,2.63247e+06,2.44169e+03,9.300481,2.69635e+06,2.55766e+03,8.684979,0.615502,0.89,1.36,7,6432.64,0.1505,0.0830,1.33,2.725,244.118125,-38.7368333,HD 146181,,16 16 28.35,-38 44 12.6,F6V,6450,1.53,350,1.2,80,23.26,29.73,146.19,,Y,TYC,WISEA,Simbad
7.926360,244.1169600993943,-38.7388388285737,0.060,0.020,90,5997300987069618816,244.11696009939,60.3240,-38.73883882857,20.2845,,,,,,,0,1.33227e+02,2.38032e+00,20.376880,,,,,,,,,,0,,,,,,244.118125,-38.7368333,HD 146181,,16 16 28.35,-38 44 12.6,F6V,6450,1.53,350,1.2,80,23.26,29.73,146.19,,Y,TYC,WISEA,Simbad
9.863587,244.1191499221133,-38.7394539573924,0.002,0.001,90,5997300987054521728,244.11914992211,1.6366,-38.73945395739,0.6254,,,,,,,0,2.91781e+02,5.27827e+00,19.525723,2.84630e+02,9.36849e+01,19.215687,3.95867e+02,8.95457e+00,18.268047,0.947639,,,0,,,,,,244.118125,-38.7368333,HD 146181,,16 16 28.35,-38 44 12.6,F6V,6450,1.53,350,1.2,80,23.26,29.73,146.19,,Y,TYC,WISEA,Simbad
0.811954,244.2725418302765,-67.9412846374920,0.001,0.001,0,5821125860988362752,244.27201599024,0.0331,-67.94164725955,0.0422,18.0007,0.0583,-45.867,0.065,-84.222,0.089,0,8.06166e+07,3.54763e+04,5.922305,5.48223e+07,5.65141e+04,6.003995,3.78647e+07,4.85981e+04,5.816332,0.187663,,,0,8328.33,0.2492,0.1242,,,244.2722083,-67.9414722,HD 145689,,16 17 05.33,-67 56 29.3,A4IV-V,8150,1.46,250,3.6,50,90.67,0.79,52.21,,Y,TYC,WISEA,Simbad
9.493348,244.2729688409475,-67.9388506745331,0.013,0.007,0,5821125860980890112,244.27300294405,0.1668,-67.93887613817,0.3149,-0.5710,0.3351,2.975,0.469,-5.914,0.814,0,1.90124e+03,2.75094e+01,17.490772,2.26976e+03,2.15194e+02,16.961440,2.07703e+03,9.97417e+01,16.468311,0.493128,,,0,,,,,,244.2722083,-67.9414722,HD 145689,,16 17 05.33,-67 56 29.3,A4IV-V,8150,1.46,250,3.6,50,90.67,0.79,52.21,,Y,TYC,WISEA,Simbad
0.547493,244.4046464509627,-47.2675482244269,0.002,0.001,90,5989838051902961024,244.40470956422,0.0486,-47.26782703448,0.0376,10.2548,0.0624,9.947,0.127,-64.756,0.088,0,8.89533e+05,5.83798e+02,10.815460,4.13272e+05,7.91053e+02,11.310799,6.69458e+05,5.73413e+02,10.197611,1.113188,15.97,1.37,3,4940.85,0.0948,0.0430,0.83,0.374,244.4047083,-47.2676944,TYC8315-123-1,,16 17 37.13,-47 16 03.7,:K0,5250,0.77,220,1.0,,,18.4,99.9,a,N,TYC,WISEA,Simbad
0.285588,244.5673318520983,-28.0417068254864,0.003,0.002,90,6039266287870021248,244.56727736661,0.0675,-28.04181656118,0.0343,7.2849,0.0748,-11.169,0.163,-25.487,0.109,1,2.86951e+07,1.02513e+04,7.043845,2.07762e+07,1.25552e+04,7.057471,1.20378e+07,1.44075e+04,7.060553,-0.003082,,,0,9675.00,0.0955,0.0510,,,244.5672917,-28.0417778,HD 146606,,16 18 16.15,-28 02 30.4,A0V,9300,1.8,190,10.0,,,1.1,129.36,,Y,TYC,WISEA,Simbad
1.034885,244.5745791670346,-28.6140200197036,0.009,0.007,90,6039093144853104128,244.57442236522,0.2999,-28.61445614901,0.1703,23.0018,0.3267,-31.971,0.574,-101.295,0.482,1,2.41264e+08,7.83526e+05,4.732132,1.67838e+08,2.82682e+05,4.789161,9.94816e+07,5.51629e+05,4.767563,0.021598,,,0,9332.50,0.1530,0.0680,,,244.5745417,-28.6143056,d Sco,,16 18 17.89,-28 36 51.5,A1Va,9460,1.6,280,4.2,,,0.21,41.28,,Y,TYC,WISEA,Simbad
0.211693,244.8718419186174,-21.4036865375456,0.002,0.001,90,6244295760151546624,244.87178673883,0.0503,-21.40379706453,0.0260,7.6046,0.0535,-11.932,0.113,-25.671,0.075,1,4.89764e+06,1.04736e+03,8.963398,2.78216e+06,1.95545e+03,9.240434,3.04235e+06,2.84811e+03,8.553896,0.686538,-1.60,0.69,12,6209.70,0.7315,0.3747,1.57,3.288,244.8717917,-21.4037222,HD 146897,b,16 19 29.23,-21 24 13.4,F2/F3V,6280,1.46,130,7.9,75,23.82,142.14,122.69,,N,TYC,WISEA,Simbad
0.161376,245.2092984758990,-22.5941085724518,0.003,0.001,90,6050496459111584384,245.20924849213,0.0646,-22.59419367722,0.0264,6.9482,0.0552,-10.718,0.165,-19.766,0.085,1,5.30375e+06,1.58001e+03,8.876908,3.08335e+06,2.95075e+03,9.128832,3.19345e+06,3.21049e+03,8.501269,0.627563,-4.11,1.41,6,6430.68,1.0090,0.4975,1.66,4.252,245.20925,-22.5941111,HD 147137,,16 20 50.22,-22 35 38.8,A9V,6390,1.66,170,5.4,50,63.14,12.63,139.08,,Y,TYC,WISEA,Simbad
9.909267,245.2065266999139,-22.5952314041284,0.001,0.000,90,6050497210733596800,245.20652669991,0.5979,-22.59523140413,0.2325,,,,,,,0,1.03538e+03,1.64404e+00,18.150614,5.56864e+02,1.21717e+01,18.487015,9.29110e+02,1.18937e+01,17.341751,1.145264,,,0,,,,,,245.20925,-22.5941111,HD 147137,,16 20 50.22,-22 35 38.8,A9V,6390,1.66,170,5.4,50,63.14,12.63,139.08,,Y,TYC,WISEA,Simbad
0.220786,245.3299627755926,-23.7079832852297,0.002,0.001,90,6050172068822858624,245.32990984403,0.0542,-23.70808855388,0.0290,7.1739,0.0606,-11.256,0.130,-24.449,0.081,1,3.06019e+07,8.59063e+03,6.973995,2.01694e+07,2.14046e+04,7.089657,1.53837e+07,2.22289e+04,6.794271,0.295386,,,0,7840.00,0.6590,0.3340,2.66,24.012,245.3299167,-23.7080278,HD 147196,,16 21 19.18,-23 42 28.9,B6/B7V,7260,3.28,210,9.1,,,9.362,150.6,,N,TYC,WISEA,Simbad
0.233414,245.9744186073581,-29.7778084569246,0.002,0.002,90,6038066858123563008,245.97435073983,0.0623,-29.77792276843,0.0435,7.4481,0.0623,-13.681,0.145,-26.550,0.098,0,4.18610e+06,5.31064e+03,9.133842,2.20285e+06,8.12042e+03,9.493927,2.79565e+06,7.63451e+03,8.645714,0.848213,,,0,5661.60,,,1.80,3.004,245.974375,-29.7778611,HD 147594,,16 23 53.85,-29 46 40.3,G3IV,5910,1.85,240,2.6,,,1.94,142.04,,Y,TYC,WISEA,Simbad
6.934530,245.9727444114085,-29.7765544158382,0.024,0.009,90,6038066858124702080,245.97274441141,24.1172,-29.77655441584,9.4691,,,,,,,0,3.48037e+02,5.12477e+00,19.334303,4.37137e+02,3.72123e+01,18.749844,5.58989e+02,5.76178e+01,17.893412,0.856432,,,0,,,,,,245.974375,-29.7778611,HD 147594,,16 23 53.85,-29 46 40.3,G3IV,5910,1.85,240,2.6,,,1.94,142.04,,Y,TYC,WISEA,Simbad
0.361552,246.2430935866076,-48.6013931034345,0.001,0.001,90,5941492693109589248,246.24297518829,0.0504,-48.60153358372,0.0304,8.1442,0.0564,-18.185,0.093,-32.628,0.049,1,9.84162e+06,8.30529e+03,8.205700,6.14217e+06,1.75945e+04,8.380584,5.32997e+06,9.27245e+03,7.945108,0.435476,,,0,7165.46,0.3620,0.1875,1.56,5.782,246.243,-48.6014722,TYC8316-4073-1,,16 24 58.32,-48 36 05.3,F0V,6950,1.45,180,5.0,,,4.93,108.22,a,N,TYC,WISEA,Simbad
6.808267,246.2442546221703,-48.5997727287285,0.010,0.007,90,5941492697433845120,246.24420304989,0.2399,-48.59979211533,0.1943,0.2237,0.2454,-7.921,0.676,-4.503,0.439,0,1.37218e+03,1.01765e+01,17.844837,1.08813e+03,5.53327e+01,17.759691,1.87978e+03,3.89585e+01,16.576650,1.183041,,,0,,,,,,246.243,-48.6014722,TYC8316-4073-1,,16 24 58.32,-48 36 05.3,F0V,6950,1.45,180,5.0,,,4.93,108.22,a,N,TYC,WISEA,Simbad
8.837693,246.2392933649643,-48.6013367195755,0.003,0.002,90,5941492697434037376,246.23927057551,0.1047,-48.60135159938,0.0715,0.2830,0.1296,-3.500,0.210,-3.456,0.114,0,1.48237e+04,1.01978e+01,15.260978,1.13805e+03,4.68308e+01,17.710985,2.60102e+04,1.87541e+02,13.724060,3.986925,,,0,3335.00,2.8310,1.4340,,,246.243,-48.6014722,TYC8316-4073-1,,16 24 58.32,-48 36 05.3,F0V,6950,1.45,180,5.0,,,4.93,108.22,a,N,TYC,WISEA,Simbad
9.427839,246.2393196657439,-48.6005052684687,0.001,0.000,90,5941492697434097664,246.23931966574,1.0623,-48.60050526847,0.4698,,,,,,,0,3.52785e+02,3.29596e+00,19.319592,4.84650e+02,1.18268e+02,18.637817,1.05918e+03,9.75380e+01,17.199495,1.438322,,,0,,,,,,246.243,-48.6014722,TYC8316-4073-1,,16 24 58.32,-48 36 05.3,F0V,6950,1.45,180,5.0,,,4.93,108.22,a,N,TYC,WISEA,Simbad
0.174017,247.4528871588158,-21.8699807974860,0.002,0.001,90,6052280004416392320,247.45285770841,0.0449,-21.87008142832,0.0220,6.8826,0.0431,-6.348,0.114,-23.372,0.069,0,8.65120e+05,1.48621e+03,10.845675,3.04195e+05,1.72541e+03,11.643510,8.12256e+05,3.35467e+03,9.987688,1.655822,-0.20,6.42,16,4300.04,,,1.81,1.013,247.452875,-21.8700278,V2505 Oph,,16 29 48.69,-21 52 12.1,K2IVe,3920,2.17,70,15.8,,,5.83,125.0,a,Y,TYC,WISEA,Simbad
3.649010,247.4526918908856,-21.8690285319534,0.005,0.002,90,6052280004416654592,247.45269189089,5.3279,-21.86902853195,2.2969,,,,,,,0,2.51683e+02,3.00001e+00,19.686230,,,,,,,,,,0,,,,,,247.452875,-21.8700278,V2505 Oph,,16 29 48.69,-21 52 12.1,K2IVe,3920,2.17,70,15.8,,,5.83,125.0,a,Y,TYC,WISEA,Simbad
1.409539,247.8232639747937,79.7897776310897,0.001,0.001,0,1709456705329541504,247.82556865524,0.0236,79.78940317881,0.0263,35.3446,0.0284,94.884,0.046,-86.971,0.055,0,3.42922e+07,1.42639e+04,6.850376,1.84049e+07,4.24722e+04,7.189054,2.19389e+07,6.12255e+04,6.408884,0.780170,-17.13,0.16,12,5920.67,0.0558,0.0288,0.99,1.076,247.8250833,79.7895556,HD 150706,,16 31 18.02,+79 47 22.4,G3V,5940,0.96,350,0.6,55,26.12,1.47,28.22,,Y,TYC,WISEA,Simbad
0.346196,250.1611968298155,4.2197898829181,0.003,0.002,90,4434301983614947072,250.16119835448,0.0807,4.21974477744,0.0566,9.8805,0.1058,0.353,0.175,-10.476,0.134,0,9.41791e+07,6.14935e+04,5.753480,6.85354e+07,6.96484e+04,5.761601,3.91682e+07,1.49210e+05,5.779586,-0.017986,,,0,9542.67,0.2240,0.0995,,,250.1612083,4.2196944,37 Her,,16 40 38.69,+04 13 10.9,A1V,9290,2.28,190,12.7,50,183.62,1.82,90.0,,Y,TYC,WISEA,Simbad
0.461684,250.4029143518571,26.9168808274076,0.001,0.001,0,1301518718691599744,250.40291935197,0.0298,26.91668749998,0.0392,23.0563,0.0471,1.036,0.066,-44.902,0.092,0,8.99616e+07,4.31829e+04,5.803223,5.32880e+07,6.24605e+04,6.034814,5.17055e+07,8.01872e+04,5.478077,0.556737,,,0,6727.50,,,1.88,6.548,250.403,26.9167778,39 Her,,16 41 36.72,+26 55 00.4,F3V,6580,1.94,55,64.8,,,0.11,43.74,,Y,TYC,WISEA,Simbad
0.622558,250.5802540327746,-36.6555611283975,0.002,0.001,90,6019522903028700416,250.58006056911,0.0483,-36.65579506924,0.0381,5.1908,0.0463,-36.047,0.098,-54.335,0.057,1,1.51613e+06,4.33188e+02,10.236523,7.61476e+05,6.50399e+02,10.647247,1.07816e+06,7.11298e+02,9.680210,0.967037,-10.39,7.69,11,5383.00,1.5738,0.7930,1.74,2.302,250.5800833,-36.6556667,TYC7358-263-1,,16 42 19.22,-36 39 20.4,:G7,5560,0.84,200,1.5,,,7.54,95.99,a,N,TYC,WISEA,Simbad
4.804551,250.5794420641718,-36.6544352316189,0.005,0.004,0,6019522907345666176,250.57944206417,4.0570,-36.65443523162,4.5449,,,,,,,0,3.85351e+02,1.70556e+00,19.223724,7.29536e+02,5.88714e+01,18.193771,9.19401e+02,4.32247e+01,17.353159,0.840612,,,0,,,,,,250.5800833,-36.6556667,TYC7358-263-1,,16 42 19.22,-36 39 20.4,:G7,5560,0.84,200,1.5,,,7.54,95.99,a,N,TYC,WISEA,Simbad
5.614173,250.5782266697950,-36.6552046227939,0.012,0.007,90,6019522903030340864,250.57802129786,0.3210,-36.65543426172,0.2301,4.6545,0.3837,-38.266,0.780,-53.335,0.475,0,8.38378e+02,6.00637e+00,18.379766,1.12302e+03,1.54192e+02,17.725416,1.63038e+03,1.17220e+02,16.731197,0.994219,,,0,,,,,,250.5800833,-36.6556667,TYC7358-263-1,,16 42 19.22,-36 39 20.4,:G7,5560,0.84,200,1.5,,,7.54,95.99,a,N,TYC,WISEA,Simbad
6.378527,250.5820739345049,-36.6564342016898,0.013,0.007,90,6019522907329831552,250.58204380761,0.4255,-36.65643964591,0.3044,-0.2502,0.3786,-5.613,0.870,-1.264,0.446,0,5.05427e+02,1.87960e+00,18.929220,4.75246e+02,9.15442e+01,18.659090,7.11180e+02,1.02600e+01,17.631971,1.027119,,,0,,,,,,250.5800833,-36.6556667,TYC7358-263-1,,16 42 19.22,-36 39 20.4,:G7,5560,0.84,200,1.5,,,7.54,95.99,a,N,TYC,WISEA,Simbad
7.874269,250.5827742872901,-36.6553148788924,0.003,0.001,90,6019522907330481408,250.58277428729,2.9340,-36.65531487889,1.4861,,,,,,,0,1.15206e+02,1.03777e+00,20.534681,,,,,,,,,,0,,,,,,250.5800833,-36.6556667,TYC7358-263-1,,16 42 19.22,-36 39 20.4,:G7,5560,0.84,200,1.5,,,7.54,95.99,a,N,TYC,WISEA,Simbad
8.197181,250.5803624529585,-36.6579326555335,0.006,0.003,90,6019522907327033856,250.58036245296,6.1631,-36.65793265553,3.1536,,,,,,,0,1.49658e+02,1.25477e+00,20.250618,1.47015e+02,1.46620e+01,19.932987,2.58686e+02,1.00857e+01,18.729986,1.203001,,,0,,,,,,250.5800833,-36.6556667,TYC7358-263-1,,16 42 19.22,-36 39 20.4,:G7,5560,0.84,200,1.5,,,7.54,95.99,a,N,TYC,WISEA,Simbad
8.645628,250.5774112618347,-36.6545839363859,0.006,0.002,90,6019522907327039488,250.57741126183,5.5917,-36.65458393639,2.4839,,,,,,,0,1.14628e+02,9.56322e-01,20.540136,7.80199e+01,2.19933e+01,20.620874,1.59863e+02,9.11267e+00,19.252554,1.368321,,,0,,,,,,250.5800833,-36.6556667,TYC7358-263-1,,16 42 19.22,-36 39 20.4,:G7,5560,0.84,200,1.5,,,7.54,95.99,a,N,TYC,WISEA,Simbad
8.686969,250.5830559950035,-36.6560348191456,0.002,0.001,90,6019522907325737728,250.58305599500,1.8732,-36.65603481915,1.1145,,,,,,,0,1.88199e+02,1.90383e+00,20.001822,8.45100e+01,3.16249e+01,20.534117,2.56147e+02,2.63232e+01,18.740698,1.793419,,,0,,,,,,250.5800833,-36.6556667,TYC7358-263-1,,16 42 19.22,-36 39 20.4,:G7,5560,0.84,200,1.5,,,7.54,95.99,a,N,TYC,WISEA,Simbad
9.025721,250.5779122651711,-36.6574701340946,0.009,0.005,90,6019522903030340736,250.57790468032,0.3327,-36.65748547581,0.2398,-0.3944,0.3765,-1.413,0.607,-3.563,0.334,0,5.93952e+02,1.56101e+00,18.753986,1.93377e+02,9.93188e+00,19.635378,7.58857e+02,1.01088e+01,17.561520,2.073858,,,0,,,,,,250.5800833,-36.6556667,TYC7358-263-1,,16 42 19.22,-36 39 20.4,:G7,5560,0.84,200,1.5,,,7.54,95.99,a,N,TYC,WISEA,Simbad
9.822849,250.5820535345772,-36.6578908573660,0.002,0.001,90,6019522907327033472,250.58205353458,1.8528,-36.65789085737,0.7086,,,,,,,1,1.99813e+02,1.00114e+00,19.936808,1.06637e+02,1.38963e+01,20.281618,3.31216e+02,1.55850e+01,18.461641,1.819977,,,0,,,,,,250.5800833,-36.6556667,TYC7358-263-1,,16 42 19.22,-36 39 20.4,:G7,5560,0.84,200,1.5,,,7.54,95.99,a,N,TYC,WISEA,Simbad
1.864557,250.6158861167784,49.9364392407793,0.001,0.001,0,1412260533406913152,250.61677870625,0.0220,49.93597166030,0.0202,34.0888,0.0235,133.434,0.048,-108.601,0.052,1,5.56541e+07,1.77063e+04,6.324623,3.08601e+07,5.71322e+04,6.627895,3.45689e+07,1.10019e+05,5.915206,0.712689,-13.19,0.14,14,6125.50,0.1772,0.0867,1.21,1.863,250.6165417,49.9361389,HD 151044,,16 42 27.97,+49 56 10.1,F8V,6160,1.17,60,28.9,,,1.83,29.33,,Y,TYC,WISEA,Simbad
0.105229,250.8278941341943,-14.0348836791195,0.002,0.001,90,4326683743996162432,250.82771945785,0.0453,-14.03497797975,0.0243,9.1352,0.0598,-39.359,0.107,-21.902,0.053,1,1.27937e+07,2.99636e+03,7.920876,7.20840e+06,3.80290e+03,8.206791,7.96966e+06,4.74890e+03,7.508320,0.698471,-5.13,0.41,18,6005.10,,,2.26,5.987,250.827875,-14.0348611,HD 150697,,16 43 18.69,-14 02 05.5,F3V,6170,2.58,140,11.6,,,2.3,133.51,,Y,TYC,WISEA,Simbad
8.910942,250.8283908418208,-14.0372852450454,0.002,0.001,90,4326683743996162048,250.82841885824,0.0510,-14.03730429953,0.0265,0.5452,0.0743,6.313,0.117,-4.426,0.058,0,9.26065e+03,1.04092e+01,15.771762,3.83421e+03,8.10954e+01,16.392199,9.38132e+03,8.36413e+01,14.831260,1.560939,,,0,4424.76,,,2.17,1.630,250.827875,-14.0348611,HD 150697,,16 43 18.69,-14 02 05.5,F3V,6170,2.58,140,11.6,,,2.3,133.51,,Y,TYC,WISEA,Simbad
0.179370,251.9472383030171,-19.8755422341693,0.001,0.001,90,4130478810297672064,251.94716468855,0.0434,-19.87566099361,0.0260,8.4580,0.0466,-16.079,0.093,-27.583,0.045,0,5.12078e+06,1.24648e+03,8.915026,2.92435e+06,2.39031e+03,9.186314,3.14045e+06,1.99761e+03,8.519441,0.666873,-5.68,0.56,10,6111.18,0.2610,0.1190,1.49,2.786,251.9472083,-19.8755833,HD 151376,,16 47 47.33,-19 52 32.1,F2/F3V,6330,1.6,300,1.6,120,10.39,5.07,135.68,,Y,TYC,WISEA,Simbad
0.997137,253.2419076718740,31.7016707867453,0.003,0.002,0,1313234942798111488,253.24144663683,0.0678,31.70159687817,0.0765,33.7026,0.0878,-91.102,0.149,-17.166,0.173,1,1.51579e+08,2.21345e+05,5.236770,9.27789e+07,1.73741e+05,5.432765,8.04521e+07,2.02162e+05,4.998077,0.434688,,,0,7114.00,0.3137,0.1470,1.50,5.193,253.2415833,31.7016944,53 Her,,16 52 57.98,+31 42 06.1,F0V,6990,1.49,180,5.2,,,0.42,29.18,,Y,TYC,WISEA,Simbad
0.081232,254.0070499315316,65.1348000973784,0.019,0.019,0,1635375460141804800,254.00947678858,0.4815,65.13501576269,0.5383,66.2951,0.4423,237.009,1.209,50.085,1.248,1,2.48272e+08,7.65455e+05,4.701048,1.35996e+08,3.23568e+05,5.017575,1.44893e+08,5.98387e+05,4.359299,0.658276,-21.85,5.16,6,6271.00,0.1410,0.0583,1.25,2.191,254.0070417,65.1347778,h Dra,,16 56 01.69,+65 08 05.2,F8V,6340,1.18,240,1.9,35,90.17,0.59,15.25,,N,TYC,WISEA,Simbad
