angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,Name,f_Name,RAJ2000,DEJ2000,SpT,T*,R*,Td1,Rd1,Tdt2,Rd2,Tau,Dist,f_Dist,IRS?,TYC,WISEA,Simbad
1.314554,36.5676907120362,6.2925522180206,0.001,0.001,90,2517397846786452224,36.56807202774,0.0372,6.29233472146,0.0320,20.4065,0.0418,88.030,0.079,-50.515,0.071,0,4.02072e+07,1.15795e+04,6.677606,2.38341e+07,5.00520e+04,6.908393,2.27788e+07,8.12764e+04,6.368092,0.540301,3.80,0.75,12,6811.00,0.1210,0.0550,1.39,3.738,36.5680417,6.2924444,HD 15115,b,02 26 16.33,+06 17 32.8,:F3,6660,1.3,320,1.3,60,37.52,6.21,45.22,,Y,TYC,WISEA,Simbad
1.095243,36.8718922551941,30.9734984399190,0.001,0.001,90,132362959259196032,36.87229237467,0.0451,30.97318843229,0.0306,24.3599,0.0496,79.679,0.080,-72.002,0.066,0,2.39628e+06,9.92028e+03,9.739522,8.90211e+05,1.32888e+04,10.477655,2.16760e+06,2.19695e+04,8.921969,1.555686,4.85,0.11,2,4410.44,1.0547,0.5145,0.79,0.213,36.8721667,30.9733056,AG Tri,,02 27 29.32,+30 58 23.9,K7V,4330,0.82,205,0.8,55,11.82,16.55,39.95,,N,TYC,WISEA,Simbad
0.057874,37.0070978501705,-33.8110383963921,0.003,0.002,0,4967177781457918976,37.00719385088,0.0669,-33.81101616861,0.0956,21.1604,0.1410,18.526,0.121,5.163,0.193,1,1.74331e+08,2.34518e+05,5.084928,1.19555e+08,9.31566e+04,5.157467,7.59534e+07,1.33381e+05,5.060553,0.096915,,,0,8810.50,0.2660,0.1237,,,37.0070833,-33.8110278,phi For,,02 28 01.70,-33 48 39.7,A2.5V,8630,1.74,100,30.2,,,0.45,46.59,,Y,TYC,WISEA,Simbad
1.302543,37.7110682759826,55.5484058514056,0.001,0.001,0,457326850673147264,37.71168644413,0.0237,55.54799315618,0.0304,20.2515,0.0402,81.222,0.069,-95.852,0.083,0,3.46648e+07,9.82215e+03,6.838645,2.00737e+07,2.96564e+04,7.094820,2.05643e+07,5.17861e+04,6.479137,0.615684,,,0,6339.86,0.3010,0.1650,1.50,3.274,37.7115,55.5481389,HD 15407,,02 30 50.76,+55 32 53.3,F5V,6380,1.61,525,0.5,,,85.08,54.7,,Y,TYC,WISEA,Simbad
8.490299,37.7155206978815,55.5475156771094,0.004,0.003,90,457326781948891392,37.71553312695,0.0793,55.54751373108,0.0701,-0.0074,0.1044,1.633,0.278,-0.452,0.216,0,4.95238e+03,1.70521e+01,16.451330,2.96567e+03,8.27845e+01,16.671082,5.66215e+03,1.96584e+02,15.379466,1.291616,,,0,5095.63,,,,,37.7115,55.5481389,HD 15407,,02 30 50.76,+55 32 53.3,F5V,6380,1.61,525,0.5,,,85.08,54.7,,Y,TYC,WISEA,Simbad
9.906993,37.7145959381805,55.5460162672333,0.021,0.004,0,457326781948885632,37.71459593818,3.7217,55.54601626723,21.2164,,,,,,,0,1.61180e+02,2.51019e+00,20.170088,,,,,,,,,,0,,,,,,37.7115,55.5481389,HD 15407,,02 30 50.76,+55 32 53.3,F5V,6380,1.61,525,0.5,,,85.08,54.7,,Y,TYC,WISEA,Simbad
0.640304,38.2325455314340,37.3336220056655,0.002,0.001,90,333649522164960256,38.23279692000,0.0462,37.33341602107,0.0349,13.8889,0.0511,46.424,0.102,-47.842,0.077,0,2.10730e+07,6.13715e+03,7.379048,1.27612e+07,1.73010e+04,7.586658,1.17520e+07,2.85201e+04,7.086637,0.500021,5.68,0.85,6,6839.50,0.3197,0.1340,1.46,4.231,38.2327083,37.3335,HD 15745,b,02 32 55.85,+37 20 00.6,:F2,6730,1.31,120,9.5,65,32.68,40.24,63.49,,Y,TYC,WISEA,Simbad
0.990679,39.7815117320346,-52.9348056014594,0.001,0.001,90,4742097275828451584,39.78203636327,0.0250,-52.93459332195,0.0232,17.2616,0.0273,73.442,0.047,49.304,0.045,0,3.98115e+07,1.12837e+04,6.688345,2.41354e+07,3.53432e+04,6.894753,2.19299e+07,2.86772e+04,6.409330,0.485423,,,0,6914.50,0.4330,0.2170,1.59,5.180,39.781875,-52.9346389,HD 16743,,02 39 07.65,-52 56 04.7,F1III/IV,6850,1.6,200,4.3,50,70.18,7.17,58.85,,Y,TYC,WISEA,Simbad
0.690456,40.1711422124274,27.0609495733286,0.005,0.005,0,126973904883932160,40.17145550735,0.1481,27.06082759456,0.1504,13.1318,0.1904,64.799,0.312,-28.331,0.319,0,1.49062e+08,3.83672e+05,5.254947,1.01065e+08,4.53918e+05,5.339888,6.55172e+07,6.78619e+05,5.221032,0.118855,,,0,8790.50,0.3250,0.1785,,,40.1713333,27.0608611,33 Ari,,02 40 41.12,+27 03 39.1,A2/3V,8450,2.56,95,47.1,,,0.17,70.97,,Y,TYC,WISEA,Simbad
0.698916,41.6879338652591,-21.6395226762393,0.001,0.001,90,5125921632440161408,41.68828369817,0.0206,-21.63944961035,0.0293,20.7476,0.0360,75.525,0.061,16.970,0.059,0,5.28555e+07,2.21130e+04,6.380642,3.17819e+07,4.11878e+04,6.595939,2.95481e+07,8.55644e+04,6.085597,0.510342,,,0,6799.00,0.4165,0.2120,1.57,4.753,41.688125,-21.6394444,HR 826,,02 46 45.15,-21 38 22.0,F3IV/V,6760,1.55,50,66.1,,,2.35,48.03,,Y,TYC,WISEA,Simbad
1.085591,42.2561967803583,-62.8065238891271,0.004,0.003,90,4721400206385912960,42.25708591340,0.1369,-62.80639897503,0.1137,19.3368,0.1212,94.374,0.260,29.013,0.223,1,1.57040e+08,3.20228e+05,5.198343,1.04709e+08,2.53636e+05,5.301429,6.84814e+07,3.94022e+05,5.172989,0.128440,,,0,8380.33,0.1487,0.0735,,,42.2568333,-62.8064444,HD 17848,,02 49 01.64,-62 48 23.2,A2V,8420,1.85,220,6.3,55,100.99,0.96,50.45,,Y,TYC,WISEA,Simbad
1.489156,42.4959754690552,27.2605144426185,0.018,0.015,90,116339982465090048,42.49629807071,0.5128,27.26000485764,0.4820,21.1624,0.5617,66.605,1.137,-118.355,0.980,1,7.16696e+08,3.27976e+06,3.550029,4.59182e+08,6.24517e+06,3.696427,2.72703e+08,1.60339e+06,3.672695,0.023732,,,0,7836.00,,,4.36,64.601,42.4963333,27.26025,41 Ari,,02 49 59.12,+27 15 36.9,B8V,11840,2.73,265,12.6,,,0.24,50.78,,Y,TYC,WISEA,Simbad
4.288475,43.1338674390401,-12.7697140692952,0.001,0.001,90,5160075762132996992,43.13562162144,0.0389,-12.77052831794,0.0345,96.5400,0.0435,397.346,0.076,-189.114,0.075,0,9.04773e+07,1.15212e+05,5.797017,4.25928e+07,1.96669e+05,6.278048,6.38738e+07,4.49774e+05,5.248612,1.029436,17.91,0.14,10,5178.00,0.1075,0.0587,0.79,0.409,43.1349583,-12.77025,HR 857,,02 52 32.39,-12 46 12.9,K1V,5510,0.7,350,0.4,45,24.57,4.6,10.35,,N,TYC,WISEA,Simbad
0.708869,46.7163024765700,30.5270594637288,0.002,0.001,90,123185851098826880,46.71649471843,0.0522,30.52683830568,0.0354,13.4378,0.0552,38.461,0.105,-51.366,0.082,0,2.97327e+07,9.84874e+03,7.005280,1.87882e+07,3.40251e+04,7.166674,1.55690e+07,2.88109e+04,6.781271,0.385403,,,0,7422.00,0.3240,0.1610,1.54,6.474,46.7164167,30.5268889,HD 19257,,03 06 51.94,+30 31 36.8,:A8,7110,1.76,235,3.7,,,9.59,79.17,,N,TYC,WISEA,Simbad
1.556020,46.7168015732274,30.5266115719801,0.001,0.001,90,123185851097644416,46.71680157323,1.3098,30.52661157198,1.2696,,,,,,,0,4.59042e+05,1.21197e+04,11.533735,,,,,,,,,,0,,,,,,46.7164167,30.5268889,HD 19257,,03 06 51.94,+30 31 36.8,:A8,7110,1.76,235,3.7,,,9.59,79.17,,N,TYC,WISEA,Simbad
1.371912,47.4261986051277,-9.5796066705550,0.001,0.001,90,5166951386298774144,47.42659094196,0.0396,-9.58009126072,0.0361,25.8357,0.0443,89.852,0.080,-112.549,0.077,0,9.11291e+06,1.28855e+04,8.289224,4.57772e+06,2.26421e+04,8.699765,6.33478e+06,2.11836e+04,7.757591,0.942174,14.27,0.30,8,5471.00,0.0780,0.0315,0.83,0.553,47.4264583,-9.5798889,IS Eri,,03 09 42.35,-09 34 47.6,G0V,5590,0.75,180,1.7,,,1.13,37.41,,Y,TYC,WISEA,Simbad
2.192492,48.1934871152510,-1.1960971767448,0.005,0.005,90,3265335443260522112,48.19431934496,0.1684,-1.19639552259,0.1472,44.3695,0.2030,193.250,0.324,-69.293,0.311,1,2.09590e+08,6.77509e+05,4.884942,1.11549e+08,3.48686e+05,5.232720,1.23742e+08,7.77831e+05,4.530629,0.702091,19.62,0.15,10,6071.00,1.0000,0.5010,1.84,4.149,48.1940833,-1.1962222,94 Cet,,03 12 46.58,-01 11 46.4,F8.5V,6140,1.72,40,94.6,,,0.04,22.57,,N,TYC,WISEA,Simbad
3.662417,48.1931899711414,-1.1967093221523,0.021,0.015,90,3265335443259949568,48.19413468089,0.6780,-1.19698778142,0.4545,38.9993,0.5899,219.369,1.375,-64.674,0.959,0,2.67223e+06,3.16959e+04,9.621183,,,,,,,,,,0,,,,,,48.1940833,-1.1962222,94 Cet,,03 12 46.58,-01 11 46.4,F8.5V,6140,1.72,40,94.6,,,0.04,22.57,,N,TYC,WISEA,Simbad
0.951373,48.9584390381185,-8.8197295126731,0.007,0.007,90,5166714578981717632,48.95842802126,0.2154,-8.81953062625,0.2146,28.3381,0.2485,-2.528,0.461,46.193,0.444,1,2.51496e+08,9.14558e+05,4.687038,1.54439e+08,3.19437e+05,4.879493,1.21440e+08,5.94588e+05,4.551012,0.328481,,,0,7246.00,0.6137,0.3280,2.22,12.232,48.9585,-8.8194722,zet Eri,,03 15 50.04,-08 49 10.1,A9V,7490,1.9,70,50.7,,,0.41,33.64,,Y,TYC,WISEA,Simbad
0.020096,49.5534105885660,-62.5063659167450,0.007,0.006,0,4722135642226356736,49.56582569172,0.1631,-62.50357416977,0.2060,83.0122,0.1888,1331.151,0.355,648.523,0.431,1,1.85183e+08,4.49399e+05,5.019362,9.51706e+07,2.59858e+05,5.405131,1.14974e+08,3.27053e+05,4.610425,0.794706,12.01,0.32,19,5947.00,0.0850,0.0430,0.97,1.052,49.5534167,-62.5063611,zet02 Ret,,03 18 12.82,-62 30 22.9,G0V,6100,0.86,220,1.5,50,30.0,0.56,12.03,,Y,TYC,WISEA,Simbad
0.462783,49.7078772455683,55.3375528341790,0.001,0.001,90,447692105151371264,49.70817751678,0.0246,55.33751009962,0.0231,5.0272,0.0335,39.664,0.069,-9.926,0.057,0,1.70065e+06,5.58484e+02,10.111826,8.66152e+05,1.06138e+03,10.507403,1.18573e+06,9.07269e+02,9.576954,0.930450,,,0,5401.00,,,1.89,2.747,49.7080833,55.3375,TYC3706-340-1,,03 18 49.94,+55 20 15.0,:G6,5590,0.85,185,1.8,,,7.87,97.4,a,N,TYC,WISEA,Simbad
0.264376,49.9285752986387,36.6837283804034,0.002,0.001,90,234475703643301120,49.92873632440,0.0535,36.68370639350,0.0368,2.9546,0.0618,29.992,0.100,-5.107,0.084,0,1.37839e+06,4.71507e+02,10.339937,6.58685e+05,5.00657e+02,10.804694,1.02795e+06,1.13693e+03,9.731995,1.072700,63.78,1.18,3,5146.80,,,3.25,6.691,49.928625,36.6836667,HD 278507,,03 19 42.87,+36 41 01.2,:G6,5570,0.85,195,1.6,,,10.14,96.76,a,N,TYC,WISEA,Simbad
0.093533,52.3593387278670,48.2032479284339,0.001,0.001,90,249164423080454912,52.35948624297,0.0324,48.20313610525,0.0247,5.8472,0.0424,22.835,0.087,-25.972,0.067,0,2.17898e+06,8.98949e+02,9.842731,1.17170e+06,1.49690e+03,10.179345,1.42860e+06,1.27793e+03,9.374640,0.804705,,,0,5728.85,0.7055,0.3555,1.61,2.525,52.3593333,48.2032222,BD+47 837,,03 29 26.24,+48 12 11.6,F9V,5920,0.97,220,1.6,,,1.76,109.64,a,Y,TYC,WISEA,Simbad
8.663495,52.3629360032849,48.2030617485869,0.025,0.015,90,249164423077514368,52.36294239517,0.6811,48.20305718286,0.3982,0.6695,0.6758,0.989,1.621,-1.060,0.968,0,1.61594e+02,1.04020e+00,20.167303,1.59139e+02,1.89124e+01,19.846949,3.22786e+02,3.06726e+01,18.489632,1.357317,,,0,,,,,,52.3593333,48.2032222,BD+47 837,,03 29 26.24,+48 12 11.6,F9V,5920,0.97,220,1.6,,,1.76,109.64,a,Y,TYC,WISEA,Simbad
0.606100,52.9735285052999,-25.6141490045280,0.001,0.001,0,5084963312478488960,52.97378700135,0.0235,-25.61421432465,0.0284,14.3590,0.0403,54.138,0.055,-15.171,0.060,0,5.41317e+07,1.62713e+04,6.354737,3.70988e+07,4.14655e+04,6.427990,2.47982e+07,5.41763e+04,6.275869,0.152120,,,0,8434.55,0.1410,0.0700,,,52.9737083,-25.6141944,HD 21997,,03 31 53.69,-25 36 51.1,A3IV/V,8220,1.64,65,61.2,,,5.41,71.94,,N,TYC,WISEA,Simbad
0.081964,53.2326880116019,-9.4582587438633,0.009,0.009,90,5164707970261630080,53.22843060110,0.3824,-9.45817151519,0.2161,312.2191,0.4673,-975.376,0.567,20.266,0.556,0,8.46623e+08,3.11076e+06,3.369140,3.46353e+08,3.08523e+06,4.002592,5.64378e+08,2.91346e+06,2.882995,1.119597,,,0,4975.00,0.1640,0.0840,0.83,0.381,53.2326667,-9.45825,eps Eri,,03 32 55.84,-09 27 29.7,K2V,5440,0.62,300,0.4,60,12.03,7.12,3.21,,N,TYC,WISEA,Simbad
0.738898,53.8745874563894,31.2270677230777,0.001,0.001,90,121249198804944512,53.87479399823,0.0484,31.22687203189,0.0271,14.2080,0.0549,41.021,0.080,-45.451,0.057,0,5.87256e+06,9.19234e+03,8.766297,3.17214e+06,1.81288e+04,9.098009,3.86965e+06,1.69693e+04,8.292741,0.805268,11.71,2.25,3,5865.00,0.1200,0.0595,1.04,1.143,53.87475,31.2269167,HD 22179,,03 35 29.94,+31 13 36.9,G5IV,5920,1.01,70,16.8,,,2.88,68.0,a,Y,TYC,WISEA,Simbad
8.164650,54.2172700093899,0.3995935882605,0.001,0.001,90,3263836568393943808,54.21727000939,1.0818,0.39959358826,0.5210,,,,,,,1,4.41916e+08,1.22400e+05,4.075018,2.25309e+08,1.16555e+06,4.469443,2.63256e+08,2.07456e+05,3.710974,0.758470,30.98,7.12,6,6082.33,,,,,54.21825,0.4016389,10 Tau,,03 36 52.38,+00 24 05.9,F9IV-V,6150,1.56,105,12.3,,,0.15,13.96,,Y,TYC,WISEA,Simbad
1.410319,55.1077097201842,33.7079002418116,0.002,0.001,90,217788518747836160,55.10833098019,0.0828,33.70780117138,0.0356,3.3972,0.0892,120.033,0.139,-23.010,0.078,0,7.76341e+06,2.28705e+03,8.463234,2.94764e+06,5.07633e+03,9.177703,6.85346e+06,1.02112e+04,7.672145,1.505558,107.61,0.15,3,4352.46,0.6210,0.2990,10.61,36.364,55.1081667,33.7078056,TYC2359-1127-1,,03 40 25.96,+33 42 28.1,:K6,4350,0.62,75,4.8,60,22.893,46.63,16.94,a,N,TYC,WISEA,Simbad
0.079354,55.8909727336615,-10.4856557658474,0.003,0.003,90,5116018880964324096,55.89094131647,0.0946,-10.48573768437,0.0736,23.9171,0.1231,-7.175,0.207,-19.026,0.187,0,1.14936e+08,1.82784e+05,5.537223,7.44360e+07,1.41072e+05,5.671930,5.67785e+07,1.83378e+05,5.376461,0.295470,,,0,7783.50,0.2750,0.1377,1.56,8.075,55.8909583,-10.4856389,HD 23281,,03 43 33.83,-10 29 08.3,A5III-IV,7660,1.59,160,8.4,,,0.54,42.42,,N,TYC,WISEA,Simbad
0.514097,55.9301741731884,24.3745693910234,0.002,0.001,90,68293729514855040,55.93026389937,0.0572,24.37439577314,0.0356,7.2264,0.0629,18.982,0.108,-40.324,0.078,1,1.00173e+07,4.12140e+03,8.186488,6.45088e+06,7.08067e+03,8.327340,5.18798e+06,8.83114e+03,7.974425,0.352915,,,0,7963.20,0.5238,0.2920,1.47,7.839,55.93025,24.3744444,TYC1799-73-1,,03 43 43.26,+24 22 28.0,A7V,7250,1.48,205,4.3,,,5.18,119.09,a,N,TYC,WISEA,Simbad
9.815210,55.9330489349144,24.3754107429255,0.001,0.001,90,68293729514854784,55.93305336860,0.0329,24.37539424709,0.0221,1.1389,0.0347,0.938,0.065,-3.831,0.050,0,3.17684e+04,1.47990e+01,14.433378,1.57689e+04,6.83186e+01,14.856882,2.42872e+04,4.97743e+01,13.798475,1.058407,,,0,5050.05,0.8048,0.4045,1.34,1.057,55.93025,24.3744444,TYC1799-73-1,,03 43 43.26,+24 22 28.0,A7V,7250,1.48,205,4.3,,,5.18,119.09,a,N,TYC,WISEA,Simbad
3.876380,55.9805955766100,-19.1108981395438,0.001,0.001,90,5107106033552702208,55.98200813570,0.0255,-19.11022139089,0.0227,71.6588,0.0364,309.997,0.055,157.182,0.046,0,3.57671e+07,5.06410e+03,6.804656,1.63476e+07,1.48840e+04,7.317756,2.70203e+07,2.68845e+04,6.182695,1.135061,25.13,0.13,22,4996.57,0.1700,0.0922,0.74,0.304,55.9815833,-19.1103611,HD 23356,,03 43 55.58,-19 06 37.3,K2V,5210,0.7,45,22.0,,,0.08,13.94,,N,TYC,WISEA,Simbad
3.697871,56.0382214697508,-38.2817700105762,0.001,0.001,0,4856592239127350400,56.03936735204,0.0167,-38.28052442166,0.0229,61.8451,0.0219,208.913,0.035,289.299,0.049,0,3.81406e+07,1.07270e+04,6.734896,1.80635e+07,2.59424e+04,7.209382,2.77048e+07,5.21551e+04,6.155531,1.053852,29.40,0.13,23,5132.52,0.1580,0.0790,0.82,0.424,56.039,-38.2809444,HD 23484,,03 44 09.36,-38 16 51.4,K2V,5400,0.76,60,14.4,,,1.03,16.02,,Y,TYC,WISEA,Simbad
0.627114,56.2349814316529,24.4326097306986,0.002,0.001,90,65295425728422528,56.23507506659,0.0576,24.43241114502,0.0324,7.4228,0.0653,19.800,0.102,-46.123,0.070,1,1.46501e+06,1.32137e+03,10.273763,7.77488e+05,1.83618e+03,10.624655,9.77880e+05,1.94330e+03,9.786206,0.838449,3.98,0.95,6,5692.88,0.1507,0.0580,1.06,1.056,56.2350417,24.4324444,TYC1803-808-1,,03 44 56.41,+24 25 56.8,:G2,5910,0.75,420,0.3,100,6.1,6.33,100.0,a,Y,TYC,WISEA,Simbad
0.261147,56.3589074833070,24.0351648215996,0.001,0.001,90,65222209423382912,56.35902448304,0.0462,24.03495123534,0.0295,7.3844,0.0489,24.818,0.095,-49.607,0.066,1,1.18338e+07,4.63445e+03,8.005559,7.70763e+06,1.45175e+04,8.134086,5.98908e+06,1.54616e+04,7.818520,0.315566,,,0,7696.00,0.4350,0.1822,1.66,8.665,56.3588333,24.0351389,HD 23361,,03 45 26.12,+24 02 06.5,A3V,7480,1.5,230,3.7,100,19.59,21.53,117.76,a,Y,TYC,WISEA,Simbad
0.373511,56.3794293376951,42.0069227858692,0.002,0.001,90,243197098597337600,56.37957019094,0.0532,42.00678965066,0.0320,6.6740,0.0671,24.309,0.132,-30.922,0.094,1,3.36885e+07,1.11574e+04,6.869661,2.45759e+07,2.16749e+04,6.875115,1.39278e+07,2.43626e+04,6.902210,-0.027095,,,0,9645.75,0.0390,0.0250,,,56.3795,42.0068333,HD 23267,,03 45 31.08,+42 00 24.6,:A0,9490,2.08,140,22.2,,,0.94,140.84,,Y,TYC,WISEA,Simbad
0.549869,56.4964142144604,25.3985918582564,0.002,0.001,90,69872044096705664,56.49651219996,0.0610,25.39839644132,0.0346,7.6001,0.0723,20.558,0.108,-45.387,0.075,1,1.18558e+07,6.00364e+03,8.003540,7.79316e+06,8.51793e+03,8.122105,5.89271e+06,1.00233e+04,7.836132,0.285973,,,0,7863.00,0.4535,0.2250,1.55,8.306,56.4964583,25.3984444,HD 23430,,03 45 59.15,+25 23 54.4,:A5,7680,1.53,220,4.3,105,19.12,4.33,125.0,,Y,TYC,WISEA,Simbad
0.568266,56.6615586562572,24.9596459430631,0.001,0.001,90,66838452861270272,56.66165616814,0.0462,24.95944340321,0.0267,7.3109,0.0516,20.533,0.088,-47.041,0.064,0,1.71642e+06,1.44062e+03,10.101808,9.23044e+05,2.15506e+03,10.438332,1.12930e+06,1.72851e+03,9.629901,0.808431,5.36,2.70,4,5900.25,0.1550,0.0840,1.07,1.260,56.661625,24.9595,HD 282954,,03 46 38.79,+24 57 34.2,G0V,5920,0.42,100,3.4,,,2.19,54.09,a,Y,TYC,WISEA,Simbad
8.964499,56.6642981885661,24.9589279276312,0.002,0.002,90,66838457156791168,56.66430839754,0.0737,24.95890652831,0.0500,0.5066,0.0801,2.150,0.133,-4.970,0.101,0,4.96486e+03,4.33922e+00,16.448597,2.33024e+03,1.58804e+01,16.932886,3.92920e+03,1.23491e+01,15.776161,1.156725,,,0,4991.41,0.9390,0.4688,,,56.661625,24.9595,HD 282954,,03 46 38.79,+24 57 34.2,G0V,5920,0.42,100,3.4,,,2.19,54.09,a,Y,TYC,WISEA,Simbad
0.530424,56.7675527854688,23.9952150443458,0.002,0.001,90,65212107660378880,56.76765515967,0.0568,23.99501920866,0.0330,7.3699,0.0601,21.722,0.127,-45.484,0.080,0,8.83473e+06,5.20538e+03,8.322883,5.57563e+06,6.38211e+03,8.485654,4.77280e+06,8.74536e+03,8.064986,0.420668,,,0,7310.43,0.6005,0.2723,1.57,6.367,56.767625,23.9950833,V1210 Tau,,03 47 04.23,+23 59 42.3,F0V,7150,1.21,300,1.6,85,20.0,1.19,100.0,a,Y,TYC,WISEA,Simbad
0.466023,56.8373696365094,23.8033442791258,0.002,0.002,90,65017627244152064,56.83746002589,0.0647,23.80314741068,0.0487,7.1271,0.0805,19.208,0.141,-45.724,0.109,0,3.03838e+07,1.13314e+04,6.981759,2.16026e+07,2.35668e+04,7.015123,1.30762e+07,3.73771e+04,6.970712,0.044411,,,0,9425.50,0.2610,0.1185,,,56.8374167,23.8032222,HD 23632,,03 47 20.98,+23 48 11.6,A1V,8800,1.73,120,21.7,65,74.16,0.9,112.36,,Y,TYC,WISEA,Simbad
0.563711,56.8727233330273,24.2883380524929,0.003,0.002,90,66729880383767168,56.87281120203,0.0789,24.28813675925,0.0510,7.1660,0.0924,18.602,0.177,-46.752,0.133,0,3.59721e+07,1.90964e+04,6.798451,2.50245e+07,4.35855e+04,6.855473,1.60471e+07,4.88897e+04,6.748428,0.107045,,,0,8884.33,0.3650,0.2095,,,56.8727917,24.2881944,V1229 Tau,,03 47 29.47,+24 17 17.5,A0V,8510,1.89,80,49.8,,,0.19,106.15,,Y,TYC,WISEA,Simbad
0.703643,57.0477973496483,-74.6941159045571,0.001,0.001,0,4629074455519836032,57.04883291066,0.0225,-74.69401113823,0.0254,17.5271,0.0224,63.490,0.043,24.333,0.049,0,2.92708e+07,7.10764e+03,7.022278,1.73959e+07,3.15615e+04,7.250269,1.65839e+07,3.89585e+04,6.712700,0.537568,14.55,0.27,19,6723.00,0.0785,0.0477,1.42,3.687,57.0484583,-74.6940278,HD 24636,,03 48 11.63,-74 41 38.5,F3IV/V,6630,1.34,120,9.5,,,1.36,54.05,,Y,TYC,WISEA,Simbad
0.474893,57.3007781350754,23.8867885906261,0.002,0.001,90,66506331628024832,57.30087211729,0.0690,23.88659386685,0.0286,7.4485,0.0801,19.958,0.127,-45.226,0.070,1,1.09690e+07,4.89630e+03,8.087943,7.17867e+06,7.10925e+03,8.211278,5.52180e+06,8.11475e+03,7.906718,0.304560,,,0,7860.00,0.2580,0.1310,1.53,7.998,57.3008333,23.8866667,HD 23863,,03 49 12.20,+23 53 12.0,A7V,7610,1.2,170,5.6,,,0.31,100.0,a,Y,TYC,WISEA,Simbad
1.420897,58.4303545001522,57.9751475550936,0.002,0.001,90,469919007590613888,58.43106433885,0.0596,57.97475316831,0.0439,18.4440,0.0695,87.426,0.098,-91.600,0.096,0,9.26572e+07,6.67758e+04,5.771167,6.27736e+07,1.03046e+05,5.856945,4.46016e+07,1.20532e+05,5.638545,0.218400,,,0,8270.67,,,,,58.4309167,57.9748889,HD 24141,,03 53 43.42,+57 58 29.6,:A4,7830,1.65,150,10.5,,,0.34,50.5,,Y,TYC,WISEA,Simbad
0.290477,59.1224033029607,-38.9621681802908,0.001,0.001,0,4843613397714473088,59.12257005183,0.0278,-38.96216679151,0.0347,8.7063,0.0360,30.114,0.057,0.323,0.076,0,3.35802e+07,1.09575e+04,6.873159,2.40934e+07,2.81082e+04,6.896643,1.41285e+07,2.74301e+04,6.886681,0.009962,,,0,8507.00,0.0910,0.0393,,,59.1225,-38.9621389,HD 24966,,03 56 29.40,-38 57 43.7,A0V,9140,1.62,170,10.9,80,49.44,6.07,105.81,,Y,TYC,WISEA,Simbad
0.763124,59.2571584573414,6.0399692359635,0.002,0.001,90,3273790103563944064,59.25731785718,0.0543,6.03968263725,0.0326,12.8783,0.0651,36.816,0.123,-66.565,0.085,0,7.06531e+07,3.26445e+04,6.065538,4.97826e+07,9.86606e+04,6.108693,3.09739e+07,8.07456e+04,6.034429,0.074264,,,0,9037.00,0.1650,0.0960,,,59.25725,6.0397778,HD 24817,,03 57 01.74,+06 02 23.2,A0V,8690,1.69,250,4.7,,,0.48,70.22,,Y,TYC,WISEA,Simbad
3.270804,60.6531047681552,-0.2689218240574,0.003,0.002,90,3256786534197166208,60.65374711224,0.0965,-0.27000544061,0.0653,53.2730,0.1157,149.186,0.190,-251.675,0.141,0,1.52477e+08,2.14711e+05,5.230357,8.50228e+07,1.15228e+05,5.527550,9.20289e+07,2.73697e+05,4.852109,0.675441,17.51,0.26,15,6211.67,0.1580,0.0790,1.25,2.086,60.653625,-0.2696667,HD 25457,,04 02 36.87,-00 16 10.8,F6V,6430,1.12,180,3.3,60,30.16,2.32,18.83,,Y,TYC,WISEA,Simbad
0.065722,60.9858421667324,8.1972660082313,0.003,0.002,90,3298631404130765568,60.98655919824,0.1158,8.19738083282,0.0658,28.6964,0.1357,164.835,0.206,26.669,0.144,0,1.38742e+08,1.90702e+05,5.332846,8.28525e+07,1.23088e+05,5.555624,7.75413e+07,1.00835e+05,5.038087,0.517537,,,0,6758.50,,,1.86,6.520,60.9858333,8.19725,HR 1254,,04 03 56.60,+08 11 50.1,F2V,6780,1.79,200,4.8,50,76.98,0.89,34.85,,Y,TYC,WISEA,Simbad
0.195664,61.4191096041176,22.8032846576547,0.002,0.001,90,53581782896908416,61.41910960412,1.9858,22.80328465765,1.4633,,,,,,,1,4.02787e+06,5.48404e+03,9.175675,2.16930e+06,8.70680e+03,9.510588,2.71803e+06,1.08125e+04,8.676283,0.834305,,,0,5773.04,,,,,61.4190833,22.8033333,V1299 Tau,,04 05 40.58,+22 48 12.0,G3V,5890,0.96,250,1.2,,,1.43,79.46,a,Y,TYC,WISEA,Simbad
