angDist,JNAME,ra,dec,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,_RAJ2000,_DEJ2000
3.734170,J042849.45+671213.6,67.206046,+67.203787,0.838,0.762,103,17.077,16.402,11.465,8.963,,,,0.176,,0.139,,,,,668166601241042498,0000,0,nn1n,BUBU,,67.2034847794036,35.7269696807423
3.312285,J042508.93+661707.2,66.287242,+66.285358,0.521,0.464,112,16.369,16.730,12.147,8.900,,,,0.085,0.371,0.243,,,,,668166601241013344,0000,0,1nnn,ACBU,,66.2861706045544,35.4877871806386
4.415830,J042629.56+663730.0,66.623168,+66.625017,0.426,0.392,117,16.049,16.524,12.471,9.173,,,,0.070,0.310,,,,,,668166601241024637,0000,0,1nnn,ABUU,,66.6238180690857,35.8615819015114
4.137292,J042508.93+661707.2,66.287242,+66.285358,0.521,0.464,112,16.369,16.730,12.147,8.900,,,,0.085,0.371,0.243,,,,,668166601241013344,0000,0,1nnn,ACBU,,66.2864633946587,35.8831952937169
3.311655,J042725.70+665121.1,66.857108,+66.855881,0.116,0.109,157,13.483,13.514,12.901,9.377,14.132,13.658,13.474,0.026,0.038,,,0.029,0.037,0.040,668166601241033882,0000,0,01nn,AAUU,0.017,66.856792237858,35.7915137894679
4.321066,J042624.16+663558.9,66.600682,+66.599715,0.156,0.147,114,14.456,14.435,12.372,9.074,14.986,14.601,14.520,0.032,0.058,,,0.042,0.068,0.076,668166601241024120,0000,0,00nn,AAUU,0.055,66.6009115985989,36.0105842988741
2.821980,J042200.53+653015.3,65.502214,+65.504260,0.356,0.328,118,15.665,16.206,12.751,9.211,15.991,15.556,15.309,0.059,0.253,,,0.094,0.133,0.178,664165101241032944,0000,0,0nnn,ABUU,0.049,65.5039824569693,35.14095930628
4.659998,J042157.28+652926.1,65.488707,+65.490593,0.097,0.093,156,12.951,12.973,12.691,8.930,13.948,13.290,13.110,0.025,0.028,,0.441,0.028,0.029,0.032,664165101241032420,0000,0,01nn,AAUC,0.110,65.4913081127864,35.3287813007817
2.750907,J042119.95+652005.8,65.333155,+65.334964,0.536,0.480,116,16.313,16.405,12.724,8.836,,,,0.086,0.301,,,,,,664165101241033393,0000,0,1nnn,ABUU,,65.3344068589657,35.2719587461832
4.210181,J042038.06+650941.7,65.158618,+65.161592,0.133,0.126,142,13.895,14.227,11.658,8.681,15.243,14.496,14.235,0.028,0.051,0.169,0.289,0.041,0.038,0.059,664165101241030111,hHD0,0,2nnn,AABB,0.169,65.1613335134157,35.3742454548963
4.075164,J042004.70+650119.5,65.019617,+65.022089,0.081,0.075,9,11.520,11.564,10.975,8.723,12.759,11.976,11.678,0.024,0.021,0.092,,0.022,0.021,0.016,664165101241028295,0000,0,011n,AAAU,0.035,65.0222651312375,35.666394555804
4.061716,J042103.46+651556.0,65.264445,+65.265561,0.752,0.673,113,16.845,16.839,12.048,8.968,,,,0.125,,0.231,,,,,664165101241029370,0h00,0,1nnn,BUBU,,65.2644330984031,35.79371236523
4.963395,J041942.55+645547.6,64.927313,+64.929914,0.225,0.208,101,15.189,14.948,11.692,9.225,16.746,15.675,15.601,0.043,0.080,0.168,,0.128,0.102,0.193,664165101241011160,d000,0,000n,AABU,2.225,64.9286591482405,35.6787288422916
1.399596,J042026.07+650630.7,65.108646,+65.108553,0.743,0.725,137,16.903,16.548,11.539,8.819,,,,0.140,0.316,0.149,,,,,664165101241029449,DD00,0,nnnn,BBBU,,65.108923710812,35.8809847490412
2.571473,J042119.95+652005.8,65.333155,+65.334964,0.536,0.480,116,16.313,16.405,12.724,8.836,,,,0.086,0.301,,,,,,664165101241033393,0000,0,1nnn,ABUU,,65.3348403133721,35.8995554214341
3.561588,J042201.37+653023.3,65.505732,+65.506480,0.554,0.503,118,16.248,16.336,12.749,9.201,,,,0.088,0.273,,,,,,664165101241033075,0000,0,0nnn,ABUU,,65.5054950538019,36.1222271989172
2.591799,J042337.70+655425.2,65.907109,+65.907017,1.219,1.083,110,17.189,17.078,12.929,9.125,,,,0.183,,,,,,,668166601241007372,0000,0,nnnn,BUUU,,65.9063640955705,36.1150556067342
1.725313,J042337.70+655425.2,65.907109,+65.907017,1.219,1.083,110,17.189,17.078,12.929,9.125,,,,0.183,,,,,,,668166601241007372,0000,0,nnnn,BUUU,,65.907472409118,36.1150775542991
2.897033,J042518.77+661947.7,66.328220,+66.329928,0.650,0.575,106,17.071,16.985,11.111,9.428,,,,0.149,0.464,0.101,,,,,668166601241013923,0000,0,1n1n,BCAU,,66.3292339436389,36.3601555041323
2.711645,J042514.26+661837.6,66.309430,+66.310469,1.124,0.996,109,17.496,16.526,12.037,8.855,,,,0.212,,0.229,,,,,668166601241013963,0000,0,nnnn,BUBU,,66.3109238474049,36.5793175141019
2.750000,J042525.01+662111.3,66.354222,+66.353156,0.162,0.151,132,14.568,14.626,11.631,8.975,15.796,15.221,15.103,0.032,0.063,0.159,0.360,0.089,0.105,0.154,668166601241012373,0000,0,01nn,AABC,0.173,66.3526976865176,36.6132649474166
4.842045,J042302.33+654546.7,65.759740,+65.762991,0.191,0.176,116,14.683,14.784,12.932,9.275,15.347,15.050,14.747,0.036,0.079,,,0.063,0.088,0.107,664165101241046903,0000,0,11nn,AAUU,0.081,65.7620292635048,36.1074342272368
4.056067,J042240.81+654014.7,65.670062,+65.670761,0.227,0.216,100,15.055,15.211,12.871,8.989,15.869,15.153,15.091,0.043,0.105,,,0.093,0.101,0.137,664165101241046979,0000,0,01nn,AAUU,0.370,65.67167185967,36.173255874908
4.107623,J042353.88+655833.9,65.974507,+65.976102,0.261,0.242,125,15.509,15.481,12.972,8.952,16.468,15.934,16.055,0.046,0.112,,,0.157,,,668166601241007374,hh00,0,1nnn,ABUU,2.040,65.9767730104043,36.4437666573649
4.758225,J042247.26+654136.9,65.696951,+65.693592,0.110,0.106,148,13.484,13.448,12.313,9.067,14.120,13.748,13.549,0.026,0.036,,,0.030,0.040,0.042,664165101241046684,0000,0,11nn,AAUU,0.041,65.694388578894,36.6558333267412
4.826107,J042508.93+661707.2,66.287242,+66.285358,0.521,0.464,112,16.369,16.730,12.147,8.900,,,,0.085,0.371,0.243,,,,,668166601241013344,0000,0,1nnn,ACBU,,66.2866789368666,36.8655510693711
3.602154,J041257.09+631409.0,63.237900,+63.235834,0.453,0.416,107,15.772,15.543,12.503,9.351,,,,0.081,0.158,,,,,,627163601241018097,0000,0,1nnn,ABUU,,63.235698246986,34.7182014430253
3.479493,J041456.79+634405.9,63.736636,+63.734972,0.288,0.268,113,15.320,15.397,12.180,8.653,16.411,15.602,15.326,0.051,0.131,,,0.103,0.118,0.150,627163601241024177,0000,0,01nn,ABUU,0.246,63.7358790358174,34.6976666435901
1.716531,J041507.27+634652.0,63.780308,+63.781123,0.501,0.447,121,15.934,16.229,12.673,9.081,16.324,16.019,15.535,0.077,,,,0.094,0.174,0.181,627163601241038780,0000,0,1nnn,AUUU,0.384,63.7813050725125,34.9471675283108
3.964426,J041352.67+632804.4,63.469461,+63.467896,0.937,0.849,124,16.802,16.382,12.527,9.327,,,,0.148,,,,,,,627163601241025139,0000,0,nnnn,BUUU,,63.4689757508279,34.8546821821551
2.445004,J041429.20+633722.7,63.621685,+63.622987,0.591,0.544,116,16.439,17.033,12.276,9.317,,,,0.095,,0.281,,,,,627163601241024963,0000,0,1nnn,AUBU,,63.6223832601785,34.953968394207
3.755314,J041352.67+632804.4,63.469461,+63.467896,0.937,0.849,124,16.802,16.382,12.527,9.327,,,,0.148,,,,,,,627163601241025139,0000,0,nnnn,BUUU,,63.4689097155064,35.1298017682238
4.293786,J041126.35+625145.4,62.859820,+62.862638,0.789,0.713,117,16.681,16.648,12.660,9.177,16.960,16.274,16.056,0.121,,,,0.166,0.198,,627163601241006230,0000,0,1nnn,BUUU,0.312,62.8623659636509,34.6638735147089
3.331208,J041257.09+631409.0,63.237900,+63.235834,0.453,0.416,107,15.772,15.543,12.503,9.351,,,,0.081,0.158,,,,,,627163601241018097,0000,0,1nnn,ABUU,,63.2358450933794,34.952675705379
4.940313,J041141.49+625523.6,62.922892,+62.923238,0.388,0.353,114,15.776,16.539,12.335,9.262,16.048,15.729,15.518,0.064,0.349,,,0.065,0.113,0.170,627163601241006021,0000,0,1nnn,ABUU,0.127,62.9244207431961,35.2736233491876
3.393072,J041325.27+632125.7,63.355314,+63.357144,1.198,1.057,112,17.179,16.698,12.464,9.205,,,,0.183,,,,,,,627163601241018895,0000,0,nnnn,BUUU,,63.3563157774708,35.5576699829332
2.955053,J041550.54+635744.8,63.960608,+63.962452,0.560,0.499,115,16.453,16.019,12.417,9.143,,,,0.094,0.196,,,,,,627163601241041370,0000,0,2nnn,ABUU,,63.9624768793715,35.2771491004642
4.966395,J041701.36+641527.6,64.255677,+64.257672,0.794,0.728,108,16.898,16.865,11.857,8.688,,,,0.150,,0.199,0.291,,,,627163601241043846,0000,0,1nnn,BUBB,,64.2563208807464,35.5197671069209
4.007248,J041531.06+635236.7,63.879452,+63.876865,0.168,0.155,133,14.392,14.365,12.822,9.373,15.576,15.045,14.803,0.034,0.057,,,0.060,0.086,0.110,627163601241040457,hh00,0,12nn,AAUU,0.552,63.8776422675589,35.6304437645711
3.767139,J041720.31+641956.3,64.334636,+64.332320,0.747,0.672,117,16.714,17.127,12.587,8.813,,,,0.116,,0.400,,,,,627163601241043704,0000,0,0nnn,BUCU,,64.332229406465,36.0574439299553
4.099492,J041616.78+640408.5,64.069925,+64.069054,0.252,0.237,110,15.004,15.278,12.494,9.228,15.994,15.185,14.859,0.046,0.117,,,0.073,0.077,0.095,627163601241040675,0000,0,01nn,ABUU,0.111,64.070186867209,36.2395322801445
1.240684,J041144.25+625605.3,62.934395,+62.934826,0.243,0.226,114,15.117,15.777,12.502,9.283,15.610,15.196,15.213,0.044,0.186,,,0.050,0.085,0.140,627163601241004945,0000,0,2nnn,ABUU,0.007,62.9350202609774,35.4535898326441
4.466022,J041153.37+625810.3,62.972413,+62.969533,0.742,0.653,108,16.636,16.855,12.451,9.208,16.858,15.662,15.515,0.120,0.495,,,0.191,,,627163601241005735,0000,0,1nnn,BCUU,0.423,62.9703401164063,35.525704282703
2.880520,J041112.77+624817.7,62.803221,+62.804919,0.259,0.237,124,15.400,15.389,11.184,8.533,,,,0.047,0.121,0.129,,,,,631162001241049815,0000,0,111n,ABBU,,62.8042827110921,35.8575996788526
3.522593,J040826.19+620628.7,62.109154,+62.107981,0.555,0.496,116,16.332,16.429,12.420,9.207,,,,0.087,,,,,,,631162001241031227,0000,0,2nnn,AUUU,,62.1074284775795,35.6454976418387
0.749529,J040859.53+621454.5,62.248062,+62.248484,0.084,0.083,141,12.108,12.178,12.432,9.092,13.136,12.470,12.301,0.023,0.025,,,0.021,0.021,0.018,631162001241034253,0000,0,00nn,AAUU,0.178,62.2483107580997,35.9707249946585
4.533117,J041307.15+631653.4,63.279812,+63.281519,0.090,0.086,21,12.395,12.246,12.261,8.930,13.470,12.813,12.567,0.025,0.025,,,0.024,0.031,0.028,627163601241017249,d000,0,00nn,AAUU,0.951,63.2821866342379,36.0740537601952
3.757868,J041305.30+631622.8,63.272085,+63.273010,0.536,0.484,115,16.416,16.185,12.307,9.129,17.361,16.315,15.903,0.090,0.229,,,0.219,0.191,0.245,627163601241018299,0000,0,1nnn,ABUU,0.566,63.2737414332123,36.3927695186286
1.014920,J041427.35+633647.9,63.613973,+63.613307,0.622,0.571,111,16.616,16.580,12.560,9.188,16.942,16.575,16.108,0.106,0.333,0.369,0.464,0.146,0.272,,627163601241025115,0000,0,1nnn,ABCC,0.944,63.6133437168619,36.1376055556814
2.730720,J041550.42+635729.6,63.960122,+63.958238,0.928,0.837,121,17.011,17.122,12.427,9.034,,,,0.148,,,,,,,627163601241041659,0000,0,1nnn,BUUU,,63.9585803620421,36.4320538498826
1.070173,J041336.53+632410.3,63.402233,+63.402879,0.307,0.275,115,15.635,16.003,12.801,9.252,16.877,16.175,15.464,0.052,0.190,,,0.167,0.200,0.174,627163601241018137,0000,0,3nnn,ABUU,1.906,63.402645611067,36.3918146389125
4.299433,J041219.07+630435.7,63.079480,+63.076585,0.186,0.178,125,14.956,14.653,11.196,8.672,,,,0.038,0.061,0.163,,,,,627163601241004579,0000,0,nnnn,AABU,,63.0770669543496,36.2277549393558
3.776518,J041231.28+630748.8,63.130361,+63.130239,0.077,0.074,3,11.039,11.117,12.126,9.031,12.060,11.362,11.181,0.024,0.020,0.508,,0.022,0.021,0.016,627163601241002165,d000,0,00nn,AACU,0.040,63.1293051836893,36.3101405639382
2.982615,J041100.73+624504.7,62.753076,+62.751324,0.429,0.404,120,15.866,16.602,12.504,9.111,16.575,15.775,15.230,0.073,0.358,,,0.104,0.136,,631162001241050148,0000,0,1nnn,ACUU,0.391,62.7519843575503,36.4564949629369
4.359440,J041204.03+630057.0,63.016815,+63.015841,0.158,0.147,121,14.416,14.719,12.325,8.671,15.289,14.594,14.508,0.031,0.073,,,0.040,0.051,0.071,627163601241005808,hh00,0,11nn,AAUU,0.160,63.0170475825751,36.6322679856975
4.515559,J041249.04+631217.4,63.204339,+63.204845,0.221,0.208,122,15.187,15.095,12.594,9.005,16.602,15.749,15.468,0.042,0.084,,,0.121,0.119,,627163601241018466,0000,0,00nn,AAUU,1.033,63.2058870413662,36.7544037807956
1.199690,J041210.54+630238.1,63.043922,+63.043920,0.108,0.105,117,13.523,13.559,12.595,9.223,14.367,13.787,13.630,0.026,0.034,,,0.029,0.036,0.039,627163601241005655,hh00,0,11nn,AAUU,0.083,63.0442238426302,36.884472379462
3.168791,J041304.23+631559.0,63.267658,+63.266401,1.264,1.138,111,17.359,16.961,12.352,9.161,,,,0.214,,,,,,,627163601241018916,0000,0,nnnn,BUUU,,63.265962042703,37.1226989752142
4.419476,J041930.76+645238.4,64.878195,+64.877342,0.154,0.145,120,14.346,14.221,12.108,9.040,15.416,14.702,14.555,0.032,0.056,0.255,,0.048,0.049,0.080,664165101241010864,0000,0,11nn,AABU,0.361,64.8785601262385,36.1300175426773
2.970985,J041750.70+642733.8,64.461287,+64.459411,0.209,0.193,113,15.116,15.243,11.046,8.577,16.933,15.795,15.291,0.040,0.106,0.094,0.249,0.157,0.119,0.155,629165101241000622,0000,0,110n,AAAB,0.336,64.4593745251375,36.0742484011943
1.617012,J041818.59+643438.7,64.577471,+64.577432,0.271,0.245,117,15.450,15.666,12.532,9.075,16.783,15.829,15.370,0.047,0.153,0.360,0.407,0.138,0.126,0.165,629165101241000979,0000,0,0nnn,ABCC,0.852,64.5770256591827,36.2547608785136
1.957441,J042101.59+651529.0,65.256663,+65.258064,0.509,0.460,116,16.321,15.994,12.596,8.718,,,,0.085,0.198,0.395,,,,,664165101241029050,hh00,0,1nnn,ABCU,,65.2579071370706,36.4170310641183
2.014356,J041945.27+645613.9,64.938651,+64.937217,0.238,0.222,113,15.342,15.108,12.124,8.711,,,,0.044,0.092,0.237,0.284,,,,664165101241011221,0000,0,00nn,AABB,,64.9374225223982,36.5321850808207
4.015627,J042022.96+650534.1,65.095706,+65.092833,0.173,0.162,123,14.691,14.419,11.726,8.806,,,,0.035,0.055,0.172,,,,,664165101241028690,hD00,1,1nnn,AABU,,65.093235779337,36.7176832492216
4.682713,J041750.36+642747.2,64.459847,+64.463115,0.733,0.643,104,17.581,17.124,11.139,8.748,,,,0.232,,0.103,0.299,,,,629165101241001875,0000,0,nn1n,BUAB,,64.4627249967033,36.6345991104723
4.252763,J041920.13+645011.1,64.833911,+64.836439,0.234,0.217,113,14.929,15.066,12.364,8.932,16.391,15.459,15.464,0.044,0.101,,0.371,0.093,0.088,0.163,664165101241010988,0000,0,21nn,AAUC,0.975,64.835457953,36.6251467107764
2.513748,J041803.51+643057.2,64.514629,+64.515906,0.869,0.766,112,17.153,16.656,11.504,9.114,,,,0.174,0.380,0.162,,,,,629165101241001817,0000,0,nn2n,BCBU,,64.5152632730067,36.6095211774696
4.073701,J041846.89+644153.4,64.695383,+64.698180,0.923,0.853,119,16.930,17.075,12.685,9.209,,,,0.142,,,,,,,664165101241011939,0000,0,nnnn,BUUU,,64.6979949201962,36.6528546182378
3.041358,J041945.27+645613.9,64.938651,+64.937217,0.238,0.222,113,15.342,15.108,12.124,8.711,,,,0.044,0.092,0.237,0.284,,,,664165101241011221,0000,0,00nn,AABB,,64.9380181444142,36.8417230364502
1.504729,J042255.91+654400.4,65.732980,+65.733456,0.223,0.205,113,15.057,15.034,12.843,9.194,16.187,15.310,14.956,0.042,0.094,,,0.118,0.125,0.129,664165101241047008,0000,0,00nn,AAUU,0.479,65.7337356680744,37.2374773714275
2.234751,J042100.08+651500.0,65.250369,+65.250016,0.069,0.065,22,8.825,8.890,8.785,8.704,9.970,9.233,8.982,0.022,0.021,0.022,0.325,0.022,0.019,0.016,664165101241028274,0000,0,110n,AAAB,0.077,65.2495102722075,37.5160521941184
4.744949,J042044.49+651105.1,65.185410,+65.184776,0.303,0.280,117,15.633,15.985,11.878,9.307,16.652,16.112,15.827,0.052,0.185,0.190,0.464,0.106,0.152,0.215,664165101241029010,hH00,0,0nnn,ABBC,0.338,65.1860654248531,37.5859635996711
2.625684,J041616.78+640408.5,64.069925,+64.069054,0.252,0.237,110,15.004,15.278,12.494,9.228,15.994,15.185,14.859,0.046,0.117,,,0.073,0.077,0.095,627163601241040675,0000,0,01nn,ABUU,0.111,64.0697804999583,36.6935415128441
3.203992,J041743.63+642558.6,64.431803,+64.432959,0.155,0.149,102,14.503,14.533,11.909,9.125,15.564,14.817,14.625,0.033,0.059,0.204,0.416,0.051,0.062,0.079,629165101241000393,0000,0,01nn,AABC,0.175,64.4334784768429,37.3086186558785
0.973273,J041427.35+633647.9,63.613973,+63.613307,0.622,0.571,111,16.616,16.580,12.560,9.188,16.942,16.575,16.108,0.106,0.333,0.369,0.464,0.146,0.272,,627163601241025115,0000,0,1nnn,ABCC,0.944,63.6134145929803,36.9163099570566
3.098853,J041504.60+634610.0,63.769176,+63.769459,0.107,0.105,2,13.251,13.210,12.718,8.912,13.999,13.503,13.356,0.026,0.033,,,0.025,0.026,0.033,627163601241038085,0000,0,10nn,AAUU,0.091,63.7701932767842,37.0688267657838
1.846727,J041347.57+632654.4,63.448231,+63.448461,0.459,0.422,125,15.922,16.796,12.540,9.292,17.040,16.087,15.764,0.074,0.449,0.410,,0.169,0.191,0.213,627163601241018328,0000,0,0nnn,ACCU,0.902,63.4479619844069,37.2296526401212
3.756192,J041619.69+640503.3,64.082056,+64.084268,1.110,0.986,112,17.103,16.863,12.450,9.124,,,,0.191,,,,,,,627163601241043694,0h00,0,nnnn,BUUU,,64.0834085424835,37.4556128018663
2.126413,J041531.99+635259.7,63.883309,+63.883252,0.075,0.071,174,9.805,9.840,9.889,9.346,10.872,10.185,9.955,0.023,0.020,0.047,,0.022,0.021,0.016,627163601241040110,0000,0,011n,AAAU,0.028,63.8838018331993,37.5392718208634
4.507270,J042038.06+650941.7,65.158618,+65.161592,0.133,0.126,142,13.895,14.227,11.658,8.681,15.243,14.496,14.235,0.028,0.051,0.169,0.289,0.041,0.038,0.059,664165101241030111,hHD0,0,2nnn,AABB,0.169,65.1606930446241,37.8038282638498
4.947633,J041851.45+644249.6,64.714383,+64.713790,0.133,0.129,151,14.017,14.037,12.801,9.264,14.892,14.309,14.345,0.029,0.045,,,0.034,0.042,0.064,664165101241010815,0000,0,11nn,AAUU,0.177,64.7126363229111,37.9251144708194
4.813898,J041802.22+643045.3,64.509254,+64.512603,0.150,0.141,124,14.386,14.448,10.915,8.664,15.888,14.867,14.789,0.031,0.061,0.095,0.288,0.055,0.052,0.093,629165101241000451,0000,0,110n,AAAB,0.123,64.5119045887145,38.038639787726
2.877869,J041645.90+641132.4,64.191269,+64.192342,0.192,0.178,111,14.902,14.866,12.913,9.357,15.618,15.056,15.004,0.037,0.078,,,0.059,0.072,0.114,627163601241042738,0000,0,00nn,AAUU,0.102,64.1927898257442,37.7877953820365
1.913704,J041648.68+641206.7,64.202871,+64.201879,0.530,0.478,117,16.360,17.012,12.807,9.393,,,,0.084,0.464,0.464,,,,,627163601241043361,0h00,0,1nnn,ACCU,,64.2023616438604,38.0974217272282
2.521723,J041702.71+641546.0,64.261308,+64.262787,0.137,0.130,135,14.115,14.110,12.358,8.780,14.931,14.442,14.218,0.029,0.048,0.310,,0.033,0.043,0.060,627163601241042566,0000,0,00nn,AABU,0.030,64.2629002150832,38.1845121874781
3.298659,J041730.44+642238.5,64.376873,+64.377382,0.104,0.101,6,13.209,13.267,11.509,9.198,14.145,13.468,13.281,0.026,0.032,0.142,,0.027,0.031,0.032,629165101241000124,0000,0,01nn,AABU,0.068,64.3781223797357,38.1675772807429
2.030518,J041803.51+643057.2,64.514629,+64.515906,0.869,0.766,112,17.153,16.656,11.504,9.114,,,,0.174,0.380,0.162,,,,,629165101241001817,0000,0,nn2n,BCBU,,64.5159377200871,38.108560728704
1.489396,J041855.56+644357.3,64.731541,+64.732587,0.246,0.233,119,15.291,15.392,12.732,9.244,16.418,15.714,15.597,0.044,0.129,,,0.098,0.106,0.198,664165101241011073,0000,0,21nn,ABUU,0.650,64.7323807131094,38.2643823115142
1.818981,J041803.51+643057.2,64.514629,+64.515906,0.869,0.766,112,17.153,16.656,11.504,9.114,,,,0.174,0.380,0.162,,,,,629165101241001817,0000,0,nn2n,BCBU,,64.5157276919858,38.1188610329502
4.469944,J041851.45+644249.6,64.714383,+64.713790,0.133,0.129,151,14.017,14.037,12.801,9.264,14.892,14.309,14.345,0.029,0.045,,,0.034,0.042,0.064,664165101241010815,0000,0,11nn,AAUU,0.177,64.7127603348929,38.6126308945504
4.669947,J043007.52+673139.7,67.531343,+67.527710,0.134,0.125,129,14.028,14.075,12.347,8.977,14.961,14.382,14.446,0.029,0.045,0.297,0.354,0.056,0.061,0.089,672168101241004111,0000,0,01nn,AABB,0.859,67.5281863648362,35.9126612831789
1.217485,J043029.45+673721.6,67.622750,+67.622681,0.806,0.728,113,16.930,16.887,12.314,8.946,,,,0.132,,0.284,,,,,672168101241005150,0000,0,1nnn,BUBU,,67.6223746997288,36.1185074973394
3.438281,J043118.72+674943.3,67.828038,+67.828714,0.526,0.486,114,16.366,15.892,12.647,8.804,,,,0.091,0.170,,,,,,672168101241016187,0000,0,1nnn,ABUU,,67.8277640497084,36.372294921982
4.527985,J043225.44+680614.7,68.106033,+68.104099,0.272,0.249,122,15.338,15.347,12.259,8.943,,,,0.048,0.118,0.306,0.389,,,,672168101241021561,0000,0,11nn,ABBC,,68.1053286094869,36.3573232075662
3.288561,J043103.00+674545.3,67.762523,+67.762591,0.906,0.832,108,16.859,17.017,12.652,9.219,,,,0.149,,,,,,,672168101241016613,0000,0,nnnn,BUUU,,67.7617286315345,36.3535986685944
4.469258,J043054.34+674344.0,67.726450,+67.728902,0.179,0.172,127,14.600,14.578,12.843,8.936,15.713,15.113,14.763,0.036,0.067,,,0.071,0.084,0.099,672168101241015713,0000,0,00nn,AAUU,0.070,67.727765044311,36.6574244412199
3.604768,J042953.05+672805.8,67.471081,+67.468291,0.350,0.314,116,15.753,15.668,13.013,9.264,16.605,15.756,15.305,0.059,0.157,,,0.136,0.130,,672168101241004605,0000,0,0nnn,ABUU,0.242,67.4685749055098,36.7062222120476
3.698161,J043034.45+673826.6,67.643567,+67.640730,0.567,0.511,113,16.450,16.635,12.004,9.287,,,,0.093,,0.204,,,,,672168101241004908,0000,0,1nnn,AUBU,,67.6409065551663,36.8694356024383
4.937528,J042958.10+672934.1,67.492097,+67.492826,0.234,0.214,111,15.346,15.340,12.948,9.074,16.340,15.530,15.377,0.042,0.107,0.507,0.393,0.111,0.130,0.186,672168101241004424,0000,0,00nn,AACC,0.547,67.4914749475679,36.8132415456495
3.729752,J043008.09+673201.7,67.533716,+67.533828,0.260,0.244,116,15.424,15.455,12.666,9.394,16.480,15.780,15.526,0.047,0.118,,,0.122,0.146,0.182,672168101241004462,0000,0,00nn,ABUU,0.412,67.5347807404942,36.8733585145694
4.851755,J043307.46+681645.7,68.281085,+68.279373,0.156,0.151,93,14.263,14.331,12.611,8.969,14.739,14.354,14.205,0.032,0.063,,,0.031,0.043,0.058,672168101241021276,0000,0,01nn,AAUU,0.143,68.2807133561025,36.7302588283304
4.101098,J043113.92+674839.1,67.808017,+67.810882,0.491,0.453,112,16.257,16.370,12.746,9.288,,,,0.082,0.248,,,,,,672168101241016221,0000,0,1nnn,ABUU,,67.8100350994017,37.0566562802952
3.689185,J043132.90+675324.0,67.887120,+67.890008,0.716,0.660,124,16.715,15.975,12.358,8.688,,,,0.128,0.200,,,,,,672168101241016344,0000,0,1nnn,BBUU,,67.8895354638001,37.2005139623963
2.500459,J042629.56+663730.0,66.623168,+66.625017,0.426,0.392,117,16.049,16.524,12.471,9.173,,,,0.070,0.310,,,,,,668166601241024637,0000,0,1nnn,ABUU,,66.6248885674221,36.7257996629851
2.462148,J042629.56+663730.0,66.623168,+66.625017,0.426,0.392,117,16.049,16.524,12.471,9.173,,,,0.070,0.310,,,,,,668166601241024637,0000,0,1nnn,ABUU,,66.6248147302008,36.9626225264562
4.928945,J042910.24+671726.4,67.292672,+67.290675,0.652,0.597,113,16.632,16.472,12.315,9.242,,,,0.105,0.281,,,,,,668166601241042632,0000,0,1nnn,ABUU,,67.2920213191975,37.0259697492438
0.755803,J042752.93+665816.0,66.970560,+66.971134,0.121,0.119,99,13.867,13.837,12.892,9.284,14.500,14.048,13.905,0.028,0.042,,,0.035,0.045,0.046,668166601241033926,0000,0,11nn,AAUU,0.125,66.9710431954827,37.0850272469769
1.912140,J042520.70+662014.6,66.336260,+66.337407,0.760,0.668,103,17.432,16.307,11.179,8.729,,,,0.214,0.260,0.114,,,,,668166601241013941,0000,0,nn1n,BBBU,,66.3375405166722,37.1134140194636
2.545827,J042933.82+672324.2,67.390924,+67.390070,0.437,0.405,122,16.077,16.405,12.732,9.296,,,,0.072,0.264,,,,,,668166601241042461,0000,0,0nnn,ABUU,,67.3907746913104,37.4726139861412
0.893752,J043118.72+674943.3,67.828038,+67.828714,0.526,0.486,114,16.366,15.892,12.647,8.804,,,,0.091,0.170,,,,,,672168101241016187,0000,0,1nnn,ABUU,,67.8286931470493,37.8646035131664
4.114849,J043111.26+674800.2,67.796934,+67.800073,0.079,0.073,20,11.078,11.160,10.535,9.018,13.024,12.201,11.805,0.023,0.021,0.082,0.434,0.051,0.051,0.041,672168101241015454,0000,5,111n,AAAC,0.078,67.7999375830211,38.2005470148428
3.092420,J042840.79+671020.0,67.169962,+67.172233,0.131,0.127,118,14.079,14.161,12.108,9.003,15.034,14.375,14.210,0.028,0.048,0.240,,0.045,0.048,0.060,668166601241043785,0000,0,11nn,AABU,0.151,67.17217064462,37.5887807120956
3.630486,J042840.79+671020.0,67.169962,+67.172233,0.131,0.127,118,14.079,14.161,12.108,9.003,15.034,14.375,14.210,0.028,0.048,0.240,,0.045,0.048,0.060,668166601241043785,0000,0,11nn,AABU,0.151,67.1713907825554,37.9496305338404
4.545637,J042949.85+672739.1,67.457718,+67.460865,0.636,0.571,115,16.431,16.399,12.269,9.208,,,,0.102,,,0.476,,,,672168101241004925,0000,0,1nnn,AUUC,,67.4599283908258,37.9837535038922
3.798314,J043029.45+673721.6,67.622750,+67.622681,0.806,0.728,113,16.930,16.887,12.314,8.946,,,,0.132,,0.284,,,,,672168101241005150,0000,0,1nnn,BUBU,,67.6217041562209,38.4583985211501
