angDist,JNAME,ra,dec,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,_RAJ2000,_DEJ2000
2.458658,J030749.68+465727.8,46.957015,+46.957747,0.326,0.292,116,15.727,15.353,12.881,9.021,16.645,16.024,15.632,0.056,0.122,,,0.147,,0.183,480146901241029174,0000,0,10nn,ABUU,0.822,46.957963861724,12.3844933155729
3.804089,J030822.22+470531.5,47.092623,+47.092106,0.113,0.110,145,13.301,13.318,12.248,9.178,13.753,13.437,13.318,0.027,0.035,,,0.024,0.037,0.030,480146901241028494,0000,0,11nn,AAUU,0.063,47.0931098172381,12.5410536465698
3.501897,J030351.18+455753.3,45.963251,+45.964827,0.331,0.300,121,15.621,15.713,11.997,9.055,16.407,15.818,15.482,0.056,0.177,0.266,,0.120,0.142,0.177,468145401241047272,0000,0,2nnn,ABBU,0.365,45.9640106042099,12.0040470038117
4.241435,J030224.97+453620.7,45.604043,+45.605770,0.402,0.359,122,15.904,15.646,12.339,9.151,,,,0.066,0.157,,,,,,447145401241037600,Dd00,0,nnnn,ABUU,,45.6057258996172,12.0436911764369
4.349533,J030629.80+463719.3,46.624178,+46.622045,0.093,0.089,179,12.459,12.497,12.583,9.231,12.894,12.603,12.498,0.024,0.027,,,0.022,0.022,0.022,458146901241018147,0000,0,00nn,AAUU,0.137,46.622754602928,12.2653088539767
4.556856,J030652.00+464257.3,46.716705,+46.715926,0.290,0.272,123,15.481,15.918,12.624,9.036,16.038,15.437,15.189,0.050,0.202,,,0.093,0.111,0.139,458146901241018682,0000,0,0nnn,ABUU,0.411,46.7151964953192,12.5879177936156
4.993581,J030651.60+464249.7,46.715023,+46.713814,0.209,0.194,128,14.934,14.886,12.582,9.275,16.426,15.533,15.152,0.039,0.089,,,0.131,0.124,0.145,458146901241018562,0000,0,11nn,AAUU,1.549,46.7151964953192,12.5879177936156
4.207128,J030616.97+463408.4,46.570740,+46.569026,0.264,0.242,126,15.235,15.097,12.356,9.114,16.969,15.858,15.420,0.048,0.104,0.445,,0.213,0.142,0.163,458146901241018625,0000,0,11nn,AACU,0.311,46.570112274787,12.6781098552419
4.975389,J030359.85+455949.1,45.999387,+45.996995,1.517,1.298,104,18.450,16.975,11.568,8.889,,,,,,0.173,,,,,468145401241047780,0000,0,nnnn,UUBU,,45.9979520126117,12.3806786470763
3.937546,J030451.35+461244.0,46.213959,+46.212224,1.094,0.989,123,17.203,17.055,12.828,9.169,,,,0.180,,,,,,,458146901241003679,0000,0,nnnn,BUUU,,46.2131719811439,12.6116541236298
4.111787,J030403.95+460105.9,46.016478,+46.018324,0.214,0.201,123,14.948,15.038,12.543,8.858,15.877,15.167,14.993,0.040,0.097,,,0.072,0.086,0.107,468145401241047025,0000,0,01nn,AAUU,0.342,46.0180862184495,12.8902756960701
4.755236,J025600.76+440019.1,44.003183,+44.005330,0.950,0.855,117,17.057,16.352,12.109,9.070,,,,0.161,0.301,,,,,,436143901241022239,0000,0,nnnn,BBUU,,44.0049359973807,11.6621430063776
3.040803,J025329.57+432228.5,43.373230,+43.374592,0.275,0.255,120,15.356,15.330,12.319,9.162,,,,0.049,0.128,,,,,,436143901241006211,0000,0,1nnn,ABUU,,43.3743374393556,11.5520109996807
1.708985,J025407.56+433150.7,43.531521,+43.530772,0.336,0.308,117,15.600,16.104,12.735,9.087,15.846,15.527,15.639,0.056,0.246,,,0.067,0.127,0.222,436143901241013967,0000,0,0nnn,ABUU,0.119,43.531174887106,11.6516534315902
4.782826,J025841.86+444033.4,44.674454,+44.675957,0.071,0.068,6,8.421,8.559,8.420,8.269,9.562,8.728,8.534,0.025,0.020,0.022,0.263,0.022,0.023,0.018,447145401241003917,0000,0,101n,AAAB,0.084,44.6746346270788,11.8048606617428
1.353100,J025531.17+435249.3,43.879909,+43.880381,0.991,0.895,121,16.902,16.985,12.690,8.993,16.767,16.167,16.281,0.157,,,,0.143,0.223,,436143901241024255,0000,0,nnnn,BUUU,0.692,43.8804268580448,11.8297107773771
4.776988,J025758.65+442947.9,44.494378,+44.496641,0.511,0.464,121,16.224,16.331,12.477,9.156,16.616,16.025,15.109,0.083,0.288,,,0.130,0.185,,436143901241039707,0000,0,0nnn,ABUU,0.376,44.496029674877,12.2078226184124
4.794776,J025225.98+430630.6,43.108267,+43.108506,0.572,0.519,118,16.346,16.454,12.582,8.826,17.045,16.178,15.747,0.092,0.321,,,0.206,0.222,0.225,424142401241039382,0000,0,1nnn,ABUU,0.601,43.1094926835943,11.77936467491
4.193447,J025133.61+425317.2,42.890070,+42.888131,0.297,0.279,126,15.317,15.363,12.861,9.292,16.193,15.612,15.658,0.053,0.127,,,0.114,0.150,,424142401241039015,0000,0,00nn,ABUU,0.526,42.8886421338062,11.9638989768927
3.674478,J025029.22+423723.4,42.621775,+42.623173,0.524,0.481,125,16.185,16.343,12.783,9.213,,,,0.085,0.310,,,,,,424142401241031914,0000,0,0nnn,ABUU,,42.6222017795248,12.1162579059173
4.753566,J025243.11+431054.3,43.179640,+43.181761,0.999,0.882,120,17.023,16.785,12.472,9.221,,,,0.157,0.440,,,,,,436143901241007062,0000,0,nnnn,BCUU,,43.1813693184888,12.2811652682069
2.566146,J025017.74+423423.8,42.573945,+42.573281,0.671,0.622,114,16.518,16.975,12.823,9.235,,,,0.106,0.539,,,,,,424142401241032115,0000,0,1nnn,ACUU,,42.5730359352159,12.3470106992136
3.285662,J025434.66+433838.9,43.644447,+43.644146,0.079,0.073,5,9.678,9.681,9.690,8.824,10.018,9.804,9.736,0.024,0.022,0.040,,0.027,0.032,0.020,436143901241013419,0000,0,000n,AAAU,0.123,43.6435238170576,12.0770967493385
4.235692,J025354.45+432843.6,43.476882,+43.478787,0.720,0.654,118,16.670,16.366,12.729,9.007,,,,0.114,,,,,,,436143901241012484,0000,0,1nnn,BUUU,,43.4778353656323,12.5237977100131
2.544950,J025531.17+435249.3,43.879909,+43.880381,0.991,0.895,121,16.902,16.985,12.690,8.993,16.767,16.167,16.281,0.157,,,,0.143,0.223,,436143901241024255,0000,0,nnnn,BUUU,0.692,43.8807477954832,12.5516220734959
4.408273,J025539.16+435442.7,43.913188,+43.911873,0.805,0.735,119,16.837,16.994,12.588,8.714,,,,0.130,0.507,,,,,,436143901241024148,0000,0,nnnn,BCUU,,43.9130954684652,12.7792386677264
4.048324,J025354.45+432843.6,43.476882,+43.478787,0.720,0.654,118,16.670,16.366,12.729,9.007,,,,0.114,,,,,,,436143901241012484,0000,0,1nnn,BUUU,,43.4782205360818,12.5972579238202
3.783900,J025254.44+431343.1,43.226865,+43.228644,1.017,0.940,116,16.948,16.663,12.603,9.077,,,,0.170,0.425,0.474,,,,,436143901241006970,0000,0,nnnn,BCCU,,43.2279615731829,12.7741465361527
3.913572,J025451.33+434256.7,43.713902,+43.715754,0.220,0.207,121,14.753,14.902,12.510,9.110,15.131,14.841,14.648,0.042,0.089,,,0.040,0.065,0.078,436143901241013720,0000,0,11nn,AAUU,0.216,43.7151718427902,12.8197688925555
1.413297,J025518.69+434938.7,43.827878,+43.827442,0.147,0.141,123,14.144,13.944,12.718,9.221,15.179,14.459,14.369,0.032,0.047,0.529,,0.047,0.061,0.078,436143901241023321,0000,0,00nn,AACU,0.184,43.8273490092913,12.9668363293171
4.674853,J030010.96+450241.1,45.045677,+45.044759,0.896,0.825,118,16.918,16.828,12.816,8.807,,,,0.138,,,,,,,447145401241016183,0000,0,nnnn,BUUU,,45.0440966134845,12.4115280987839
4.167529,J030123.76+452102.7,45.349032,+45.350776,0.769,0.680,135,16.653,16.438,12.264,9.187,,,,0.115,,,,,,,447145401241022672,0000,0,1nnn,BUUU,,45.3506723505699,12.7254950429184
2.132727,J030036.86+450909.6,45.153587,+45.152675,0.396,0.355,123,15.795,15.828,12.779,9.089,16.498,15.853,15.631,0.064,0.196,,,0.125,0.176,,447145401241015728,hh00,0,0nnn,ABUU,0.936,45.1532012260066,13.1024808613127
4.919504,J030410.36+460243.2,46.043181,+46.045349,0.698,0.641,127,16.630,15.997,12.181,9.191,,,,0.120,0.218,,,,,,468145401241047589,0000,0,1nnn,BBUU,,46.0441647429826,13.1159344448828
4.208412,J030311.59+454755.6,45.798330,+45.798786,0.145,0.142,121,14.084,14.278,12.356,9.213,14.736,14.285,14.159,0.031,0.059,,,0.040,0.063,0.073,447145401241036779,0000,0,11nn,AAUU,0.189,45.7995715928053,13.176714727647
4.912607,J030217.79+453434.4,45.574139,+45.576227,0.139,0.133,90,14.082,14.216,12.745,9.149,14.514,14.182,14.102,0.029,0.054,,,0.032,0.041,0.047,447145401241019668,0000,0,11nn,AAUU,0.162,45.5750034108694,13.7092476097201
3.991906,J025719.83+442002.3,44.332638,+44.333984,0.376,0.334,121,15.601,15.807,12.060,8.815,16.443,15.877,15.683,0.063,0.226,,,0.114,0.182,,436143901241035378,0000,0,1nnn,ABUU,0.183,44.3328898154529,13.2216448457059
4.667596,J025715.52+441858.0,44.314701,+44.316126,1.043,0.947,112,18.348,16.886,11.787,8.888,,,,,,0.213,0.399,,,,436143901241036848,0000,0,nnnn,UUBC,,44.3148328678976,13.4842775789121
2.313416,J025951.95+445800.3,44.966488,+44.966777,0.294,0.266,122,15.494,15.556,12.738,9.203,16.113,15.372,15.217,0.050,0.149,,,0.105,0.112,0.144,447145401241016407,0000,0,0nnn,ABUU,0.304,44.9671873656924,13.3321023420504
4.656154,J030115.66+451902.6,45.315263,+45.317391,0.625,0.577,120,16.533,16.180,12.330,9.269,,,,0.104,0.245,,,,,,447145401241022400,0000,0,0nnn,ABUU,,45.3163454714463,14.1335069394321
4.856719,J025945.24+445619.8,44.938528,+44.938856,0.216,0.193,125,14.878,15.044,12.667,8.895,15.280,14.803,14.670,0.039,0.095,,,0.056,0.074,0.090,447145401241004920,0000,0,nnnn,AAUU,0.375,44.9398365460368,13.8309754003956
4.121942,J030003.26+450045.4,45.013610,+45.012622,0.421,0.385,125,15.761,16.423,12.636,8.952,16.115,15.605,15.546,0.070,0.303,,,0.101,0.144,0.199,447145401241015738,0000,0,0nnn,ABUU,0.188,45.0137618000007,14.2887205881077
0.755530,J031308.48+481708.5,48.285335,+48.285713,1.046,0.941,115,17.202,16.935,12.701,9.192,,,,0.192,,,,,,,472148401241020237,0000,0,nnnn,BUUU,,48.2855810613897,12.5105428344454
3.725631,J031259.84+481459.9,48.249357,+48.249992,0.760,0.706,126,16.642,16.254,12.460,8.670,,,,0.121,,,,,,,472148401241019856,0000,0,2nnn,BUUU,,48.2489865461961,12.8294516205521
1.834904,J031004.39+473107.0,47.518301,+47.518631,0.086,0.082,10,11.779,11.815,12.008,8.975,12.301,11.943,11.905,0.024,0.024,0.255,,0.021,0.021,0.022,480146901241046499,0000,1,11nn,AABU,0.108,47.5189215506257,12.6944949114472
3.464639,J030957.32+472919.8,47.488858,+47.488838,0.104,0.101,149,12.985,12.979,12.138,9.246,13.962,13.306,13.100,0.026,0.030,,,0.028,0.028,0.029,480146901241046598,0000,0,01nn,AAUU,0.235,47.488046869065,12.6916583399645
2.353774,J031154.71+475844.7,47.977979,+47.979083,0.169,0.160,109,14.305,14.409,12.365,8.976,14.954,14.549,14.506,0.034,0.063,,,0.043,0.062,0.071,472148401241000360,d000,0,00nn,AAUU,0.810,47.9789278698904,13.3397638436145
4.079641,J031436.70+483910.0,48.652928,+48.652800,0.101,0.098,154,12.961,12.987,11.990,8.833,13.791,13.242,13.013,0.025,0.031,0.253,,0.024,0.027,0.026,494148401241030723,0000,0,01nn,AABU,0.067,48.6537828804896,13.4248118583183
1.655002,J031427.45+483649.0,48.614381,+48.613635,0.571,0.517,115,16.344,16.945,12.297,9.280,16.850,16.356,15.501,0.090,0.501,,,0.193,0.247,0.191,494148401241029543,0000,0,0nnn,ACUU,0.890,48.6140330250848,13.532859676912
3.702691,J030848.79+471215.2,47.203326,+47.204223,0.204,0.193,118,14.758,15.066,12.482,8.975,15.389,14.893,14.765,0.038,0.105,0.395,,0.053,0.069,0.084,480146901241030829,0000,0,01nn,AACU,0.165,47.2031985083676,12.7484637347482
2.219705,J030848.79+471215.2,47.203326,+47.204223,0.204,0.193,118,14.758,15.066,12.482,8.975,15.389,14.893,14.765,0.038,0.105,0.395,,0.053,0.069,0.084,480146901241030829,0000,0,01nn,AACU,0.165,47.2036466371212,13.6665140268544
1.852761,J031045.62+474126.1,47.690122,+47.690587,0.907,0.780,111,16.567,16.764,12.744,9.050,16.467,15.888,15.870,0.135,,,,0.123,0.138,0.221,480146901241047635,0000,0,nnnn,BUUU,0.907,47.6908108037489,13.4775400353323
4.354232,J031321.75+482028.2,48.340666,+48.341170,0.317,0.295,112,15.627,15.292,12.589,8.734,,,,0.056,0.120,,,,,,472148401241021552,dd00,0,11nn,ABUU,,48.3400353152506,13.7234586292962
1.397350,J031004.39+473107.0,47.518301,+47.518631,0.086,0.082,10,11.779,11.815,12.008,8.975,12.301,11.943,11.905,0.024,0.024,0.255,,0.021,0.021,0.022,480146901241046499,0000,1,11nn,AABU,0.108,47.5182447260924,13.6912915181485
2.747986,J030937.22+472416.6,47.405088,+47.404617,0.581,0.523,125,16.318,16.355,12.398,9.218,,,,0.093,0.306,,,,,,480146901241033595,0000,0,2nnn,ABUU,,47.4053577247764,13.9573511430959
1.179773,J031739.94+492457.2,49.416431,+49.415889,0.320,0.299,119,15.060,15.118,12.007,8.869,15.368,15.049,15.108,0.056,0.125,,,0.055,0.076,0.131,487149901241002791,0000,0,0nnn,ABUU,0.185,49.4159311810244,13.7435911568776
4.657402,J031739.94+492457.2,49.416431,+49.415889,0.320,0.299,119,15.060,15.118,12.007,8.869,15.368,15.049,15.108,0.056,0.125,,,0.055,0.076,0.131,487149901241002791,0000,0,0nnn,ABUU,0.185,49.4171058017317,13.7445078367216
2.072050,J031844.00+494056.6,49.683356,+49.682392,0.701,0.620,119,16.089,16.812,12.021,9.126,16.139,15.711,15.634,0.108,,,,0.107,0.157,0.236,487149901241019302,0000,0,0nnn,AUUU,0.563,49.6824756639342,14.0066290115208
3.357227,J031801.85+493032.6,49.507721,+49.509081,1.031,0.925,115,16.442,16.138,12.368,9.113,,,,0.173,,,,,,,487149901241019597,0000,0,nnnn,BUUU,,49.5082024892894,13.9859111964749
0.540080,J031539.73+485456.6,48.915563,+48.915732,0.228,0.213,126,15.009,15.074,12.166,8.963,15.602,15.245,15.410,0.042,0.104,0.296,0.403,0.072,0.098,0.171,494148401241033530,0000,0,11nn,AABC,0.883,48.915582913751,13.7351358647211
3.659775,J031740.75+492516.9,49.419818,+49.421374,0.750,0.684,126,16.246,16.368,11.908,8.914,16.233,15.695,15.247,0.124,,,,0.113,0.144,,487149901241003357,0000,0,nnnn,BUUU,0.109,49.421381190676,14.1733827836185
4.757509,J031927.75+495203.7,49.865637,+49.867710,0.074,0.069,27,10.363,10.389,10.266,9.328,10.878,10.579,10.456,0.022,0.020,0.059,,0.022,0.024,0.021,487149901241020221,0000,0,011n,AAAU,0.174,49.8676865541241,14.1829347161628
2.820002,J032047.02+501149.9,50.195922,+50.197212,0.328,0.296,122,15.344,15.292,12.541,9.208,16.257,15.982,15.497,0.057,0.122,,,0.108,0.192,0.175,510149901241032388,0000,0,11nn,ABUU,0.678,50.1965336521735,14.5181831177844
4.661862,J031731.01+492238.3,49.379222,+49.377313,0.484,0.462,106,15.735,15.746,12.643,9.271,,,,0.081,0.223,,,,,,487149901241003030,0000,0,0nnn,ABUU,,49.3785263313656,14.377574388154
3.683927,J031444.71+484115.5,48.686304,+48.687661,0.147,0.139,113,14.263,14.239,12.244,8.876,15.370,14.619,14.301,0.031,0.053,,,0.055,0.060,0.062,494148401241031264,0000,0,00nn,AAUU,0.200,48.6878322041153,14.0758448226685
4.356451,J031437.80+483927.1,48.657521,+48.657535,0.228,0.210,128,14.839,15.008,11.912,9.209,16.002,15.073,14.884,0.042,0.099,0.233,,0.093,0.070,0.099,494148401241031020,0000,0,00nn,AABU,0.111,48.6565214141997,14.4396998438504
3.046257,J031241.78+481030.7,48.174092,+48.175208,0.280,0.260,113,14.934,14.867,12.444,8.950,15.399,14.900,14.720,0.050,0.122,,,0.055,0.072,0.082,472148401241019297,0000,0,10nn,ABUU,0.263,48.175344567912,14.6424804286521
4.563485,J031700.22+491508.2,49.250949,+49.252279,0.091,0.087,168,12.446,12.469,12.583,8.689,13.276,12.748,12.582,0.024,0.026,0.505,,0.023,0.027,0.027,487149901241002133,hh00,0,01nn,AACU,0.469,49.2527512147777,14.9531341162046
2.296738,J031920.48+495011.4,49.835372,+49.836515,0.674,0.617,127,15.975,16.885,12.800,9.117,16.614,16.021,15.458,0.107,,,,0.136,0.205,0.176,487149901241021215,0000,0,3nnn,AUUU,0.862,49.836307005526,15.1274185188686
1.775726,J030434.64+460839.7,46.144372,+46.144382,0.113,0.103,158,13.211,13.208,12.303,8.993,13.982,13.372,13.225,0.027,0.033,,,0.026,0.031,0.031,468145401241046574,0000,0,nnnn,AAUU,0.083,46.1439735728562,13.7096007281928
2.553526,J030408.47+460208.2,46.035318,+46.035624,0.154,0.144,121,14.220,14.185,12.835,8.985,14.823,14.461,14.290,0.032,0.053,,,0.036,0.047,0.060,468145401241046790,0000,0,11nn,AAUU,0.183,46.034959917416,14.1170840825283
4.884376,J030837.38+470915.9,47.155754,+47.154425,0.106,0.103,156,13.093,13.068,12.573,8.795,13.549,13.202,13.101,0.027,0.030,0.415,,0.024,0.032,0.029,480146901241030506,0000,0,11nn,AACU,0.098,47.1557811939299,14.0697038400619
4.647554,J031001.02+473023.5,47.504264,+47.506534,0.587,0.552,126,16.153,16.345,12.681,8.770,16.443,15.813,15.807,0.094,,,,0.127,,0.236,480146901241047494,0000,0,0nnn,AUUU,0.515,47.5056321648454,14.7347389660402
3.994298,J030331.86+455252.2,45.882765,+45.881179,1.202,1.071,121,17.133,16.898,12.535,9.209,,,,0.183,,,,,,,468145401241030216,0000,0,nnnn,BUUU,,45.8822220702034,14.3158053299412
3.577817,J030224.97+453620.7,45.604043,+45.605770,0.402,0.359,122,15.904,15.646,12.339,9.151,,,,0.066,0.157,,,,,,447145401241037600,Dd00,0,nnnn,ABUU,,45.6051329464222,14.1515461424428
3.740082,J030131.69+452254.5,45.382060,+45.381818,0.152,0.145,134,14.268,14.332,12.775,9.167,15.210,14.430,14.202,0.031,0.058,,,0.048,0.040,0.054,447145401241021233,0000,0,00nn,AAUU,0.187,45.3810558098889,14.2935993193277
4.010276,J030205.08+453109.6,45.521175,+45.519338,0.982,0.880,117,17.023,16.850,12.059,8.826,,,,0.167,0.471,0.303,,,,,447145401241020184,0000,0,nnnn,BCBU,,45.5196475584554,14.398604147729
2.157504,J030717.49+464922.2,46.822878,+46.822834,0.463,0.420,125,16.089,15.538,12.695,9.057,16.285,15.751,16.094,0.080,0.154,,,0.106,0.133,,458146901241020917,0000,0,0nnn,ABUU,0.230,46.8223541422138,15.2820413563724
4.047475,J030520.64+462003.5,46.336009,+46.334309,0.407,0.378,127,15.900,15.697,12.519,9.180,16.080,15.909,15.495,0.070,0.164,,,0.081,0.141,0.165,458146901241003048,0000,0,1nnn,ABUU,0.362,46.3353313128377,15.0819098904001
3.998759,J030643.04+464052.6,46.679342,+46.681279,0.208,0.192,118,14.949,15.150,12.780,9.189,15.836,15.404,15.222,0.038,0.103,,,0.081,0.116,0.150,458146901241018549,0000,0,00nn,AAUU,1.136,46.6808101305499,15.4667519823541
3.370937,J030454.80+461344.6,46.228374,+46.229056,0.793,0.702,115,16.719,16.263,11.524,8.532,,,,0.158,0.315,0.167,,,,,458146901241003222,0000,0,nnnn,BBBU,,46.2281341498194,15.3682778083762
3.893705,J030548.66+462715.4,46.452788,+46.454282,0.474,0.440,127,16.114,16.026,12.776,8.987,16.368,15.894,15.643,0.079,0.222,,,0.121,0.168,0.206,458146901241003139,0000,0,3nnn,ABUU,0.894,46.4532477310603,15.4789233095553
1.382525,J031045.62+474126.1,47.690122,+47.690587,0.907,0.780,111,16.567,16.764,12.744,9.050,16.467,15.888,15.870,0.135,,,,0.123,0.138,0.221,480146901241047635,0000,0,nnnn,BUUU,0.907,47.6902071545122,14.8767582402994
4.678663,J031129.48+475228.3,47.872841,+47.874548,0.191,0.183,124,14.787,14.583,12.242,8.745,16.636,15.659,15.285,0.038,0.069,,,0.153,0.125,0.138,472148401241002619,0000,0,01nn,AAUU,0.580,47.8747541882026,14.8646825515906
3.175972,J031150.28+475732.0,47.959502,+47.958906,0.628,0.582,121,16.074,16.398,12.659,9.097,16.395,16.194,15.735,0.103,0.366,,,0.115,0.188,0.202,472148401241000922,0000,0,0nnn,ACUU,0.579,47.9584110382502,14.9179269514094
4.714200,J031233.23+480821.6,48.138466,+48.139354,0.113,0.110,153,13.340,13.430,12.567,9.157,13.891,13.479,13.331,0.027,0.036,,,0.026,0.026,0.032,472148401241018969,0000,0,00nn,AAUU,0.072,48.1400894686337,15.0935575517564
2.275354,J031241.78+481030.7,48.174092,+48.175208,0.280,0.260,113,14.934,14.867,12.444,8.950,15.399,14.900,14.720,0.050,0.122,,,0.055,0.072,0.082,472148401241019297,0000,0,10nn,ABUU,0.263,48.1747582376595,15.1136629503383
3.428163,J030937.22+472416.6,47.405088,+47.404617,0.581,0.523,125,16.318,16.355,12.398,9.218,,,,0.093,0.306,,,,,,480146901241033595,0000,0,2nnn,ABUU,,47.4055222975595,15.243990549719
2.622088,J031115.14+474851.7,47.813104,+47.814384,0.177,0.171,179,14.487,14.706,11.939,8.813,15.392,14.712,14.582,0.035,0.070,0.223,,0.051,0.058,0.074,472148401241002366,0000,0,nnnn,AABU,0.002,47.8138640048528,15.4659251213185
3.831717,J031550.84+485749.5,48.961858,+48.963762,0.236,0.219,130,15.111,15.233,12.556,9.188,15.494,15.120,14.906,0.043,0.117,,,0.064,0.094,0.107,494148401241049219,0000,0,00nn,ABUU,0.260,48.9630210582652,15.5146070358462
1.141943,J031618.26+490431.9,49.076115,+49.075547,1.124,1.027,114,17.155,17.072,12.686,9.205,,,,0.182,,0.482,,,,,494148401241049289,0000,0,nnnn,BUCU,,49.0757708124319,15.8247287236818
1.106709,J031453.79+484325.4,48.724132,+48.723746,1.291,1.144,109,17.604,16.397,11.720,8.890,,,,,0.335,0.205,0.466,,,,494148401241032590,0000,0,nnnn,UBBC,,48.7236774250591,15.6889826473017
3.711443,J031317.15+481910.6,48.321465,+48.319633,0.156,0.151,136,14.371,14.502,12.671,9.206,15.037,14.592,14.444,0.032,0.065,,,0.043,0.046,0.067,472148401241021186,0000,0,00nn,AAUU,0.059,48.3200436324057,15.6591573886463
4.871801,J031255.29+481340.7,48.230407,+48.227991,0.232,0.219,123,15.060,15.209,12.555,9.103,15.909,15.300,15.203,0.042,0.112,,,0.081,0.100,0.125,472148401241019266,0000,0,03nn,ABUU,0.197,48.2285718992944,15.9479602925909
1.556898,J031419.15+483448.6,48.579811,+48.580187,0.105,0.101,144,13.151,13.135,12.430,8.833,13.955,13.482,13.325,0.025,0.032,,,0.025,0.029,0.030,494148401241028691,hh00,0,11nn,AAUU,0.238,48.5803891249742,16.1247252353494
4.554856,J030820.28+470512.3,47.084508,+47.086756,0.162,0.154,138,14.197,14.350,12.738,8.508,14.664,14.323,14.212,0.032,0.063,,,0.032,0.047,0.058,480146901241028669,0000,0,00nn,AAUU,0.135,47.0860454504431,15.6821145595898
3.492609,J030908.57+471702.4,47.285741,+47.284014,0.333,0.229,117,15.107,15.271,12.075,8.878,16.253,15.694,15.825,0.054,0.126,,,0.103,0.120,0.229,480146901241030798,0000,0,nnnn,ABUU,1.922,47.2845877318936,15.7559868548929
3.685880,J030908.22+471708.1,47.284252,+47.285586,0.214,0.161,128,14.492,14.687,12.280,8.497,15.317,14.751,14.640,0.039,0.080,,,0.056,0.071,0.076,480146901241030797,0000,0,nnnn,AAUU,0.572,47.2845877318936,15.7559868548929
3.538573,J030715.41+464845.1,46.814246,+46.812542,0.892,0.817,124,16.834,16.296,12.679,9.263,,,,0.139,,,,,,,458146901241021370,0000,0,nnnn,BUUU,,46.8132498452542,15.6701040824488
0.745969,J030742.86+465543.6,46.928588,+46.928793,1.640,1.403,108,17.604,17.030,11.782,9.126,,,,,,0.207,,,,,458146901241021814,0000,0,nnnn,UUBU,,46.9288700849757,15.8065604068137
2.935663,J031048.17+474204.8,47.700734,+47.701342,0.084,0.079,12,11.690,11.750,12.007,8.781,12.638,11.953,11.805,0.023,0.023,0.266,,0.021,0.019,0.018,480146901241046489,0000,0,11nn,AABU,0.052,47.7005370890207,16.0084667558301
2.274705,J031048.17+474204.8,47.700734,+47.701342,0.084,0.079,12,11.690,11.750,12.007,8.781,12.638,11.953,11.805,0.023,0.023,0.266,,0.021,0.019,0.018,480146901241046489,0000,0,11nn,AABU,0.052,47.7007100849673,16.0090584050542
4.521435,J031011.70+473247.8,47.548751,+47.546629,0.539,0.486,128,16.262,16.373,12.850,8.972,,,,0.084,,,,,,,480146901241048377,0000,0,1nnn,AUUU,,47.5469530474572,15.9555779345241
